"","jordtype","komm","nedbarea","nmin","aar_mod","forfrugt","potnmin","jordn","pesticid","exptgens","mod_nmin","ngodnt","nopt","ngodnn","ngodn","nprot","saatid","rokap","dgv1059","sort","srtprot","nplac","dg25","ngtilg","ntilg","saamng","tkvs","saakern","partigerm","frspdag","jordinf","markgrm","antplnt","sorttkv","aks_m2","keraks","dgv5980","aks_vgt","srtsize","ksort","protein","udb","spndx","tkv","slt22","s2225","s2528","bgbyg"
"3935","JB_5","state4","x1___375_","x15_30","x_10","Cereals","x15_30","x45_60","x_2","x40_50","x30_45","x90_105","x135_150","x75_90","x75_90","x60_80","x_26_4","x137_5_162_5","x51_60","Rima","x4","Placed","x_22_5","x75_90","x135_150","x70_90","x46_48","x_175","x93_95","x15_17","x_97__98","x90_93","x_175","x5","x350_450","x21_23","x10_15","x850_950","x2","x_85","x11_5_12_0","x30_40","x9_10","x42_5_45","x3_5","x1_5","x10_15","x4_5_5_0"
"3936","JB_6","state3","x3___500_","x30_45","x25","Beets","x_105","x_120","x_2","x40_50","x0_15","x105_120","x120_135","x_45","x_45","x120_140","x_26_4","x137_5_162_5","x41_50","Give","x4","Placed","x_22_5","x_45","x165_180","x130_150","x40_42","x325_375","x95_97","x_15","x_99_1_00","x95_97","x325_375","x6","x650_750","x17_19","x_35","x950_1050","x1","x_98","x_12_0","x70_80","x9_10","x45_47_5","x1_2","x0_1","x0_5","x_3_0"
"3937","JB_8","state2","x2__375_500_","x30_45","x_25","Clovergrass","x90_105","x_120","x_2","x50_60","x60_75","x45_60","x120_135","x_45","x_45","x120_140","x26_3_10_4","x137_5_162_5","x61_70","Rima","x5","worked_in_solil","x_22_5","x_45","x150_165","x150_170","x40_42","x375_424","x98_99","x21_23","x_98__99","x97_98","x375_425","x5","x750_950","x19_21","x5_10","x700_750","x2","x_85","x10_5_11_0","x60_65","x9_10","x40_42_5","x3_5","x1_5","x20_25","x4_0_4_5"
"3938","JB_6","state0","x2__375_500_","x30_45","x5","Clovergrass","x90_105","x_120","x_2","x40_50","x30_45","x60_75","x120_135","x_45","x_45","x120_140","x21_4_26_4","x162_5_187_5","x51_60","Etna","x2","worked_in_solil","x_22_5","x_45","x150_165","x190_210","x46_48","x_450","x90_93","x_15","x93__95","x85_90","x375_425","x2","x750_950","x17_19","x25_35","x850_950","x1","x95_98","x_12_0","x70_80","x9_10","x40_42_5","x3_5","x0_1","x0_5","x_3_0"
"3939","Jb_7","state1","x2__375_500_","x30_45","x20","Cer_rotation","x30_45","x45_60","x_2","x50_60","x15_30","x105_120","x135_150","x75_90","x75_90","x60_80","x_26_3","x137_5_162_5","x61_70","Cork","x2","worked_in_solil","x_22_5","x60_75","x120_135","x90_110","x35_40","x225_275","x93_95","x19_21","x_99_1_00","x94_95","x225_275","x8","x450_550","x_23","x10_15","x750_850","x1","x_85","x9_0_9_5","x40_50","x9_10","x42_5_45","x3_5","x5_10","x15_20","x4_5_5_0"
"3940","JB_2","state3","x3___500_","x15_30","x15","Cer_rotation","x15_30","x30_45","x_2","x30_40","x0_15","x105_120","x135_150","x90_105","x90_105","x40_60","x26_3_10_4","x112_5_137_5","x41_50","Rima","x4","Placed","x_22_5","x90_105","x135_150","x210_230","x30_35","x_450","x98_99","x19_21","x_99_1_00","x98__99","x_425","x6","x650_750","x19_21","x25_35","x850_950","x2","x95_98","x9_5_10_0","x60_65","x9_10","x42_5_45","x3_5","x0_1","x0_5","x3_0_3_5"
"3941","JB_2","state3","x3___500_","x15_30","x25","Other","x30_45","x30_45","x_2","x40_50","x0_15","x105_120","x120_135","x90_105","x90_105","x40_60","x_26_3","x112_5_137_5","x_70","Ariel","x2","Placed","x_22_5","x90_105","x135_150","x210_230","x55_60","x375_424","x_80","x21_23","x93__95","x_75","x275_325","x3","x_1150","x17_19","x25_35","x650_700","x1","x_85","x9_5_10_0","x_80","x9_10","x35_40","x3_5","x1_5","x15_20","x3_5_4_0"
"3942","JB_4","state0","x3___500_","x15_30","x10","Cereals","x0_15","x15_30","x_2","x30_40","x0_15","x105_120","x120_135","x90_105","x90_105","x40_60","x_26_3","x87_5_112_5","x61_70","Texane","x4","worked_in_solil","x_22_5","x75_90","x105_120","x210_230","x50_55","x375_424","x90_93","x21_23","x_95__97","x85_90","x325_375","x6","x550_650","x21_23","x0_5","x700_750","x0","x_85","x11_0_11_5","x40_50","x9_10","x40_42_5","x3_5","x5_10","x20_25","x4_5_5_0"
"3943","Jb_1_","state2","x3___500_","x0_15","x_25","Cer_rotation","x30_45","x60_75","x_2","x30_40","x30_45","x75_90","x120_135","x60_75","x60_75","x80_100","x21_4_26_4","x37_5_62_5","x25_40","x_321rja","x5","Placed","x_22_5","x60_75","x120_135","x190_210","x42_44","x_450","x90_93","x15_17","x_95__97","x85_90","x375_425","x6","x550_650","x15_17","x25_35","x850_950","x0","x_98","x_12_0","x50_55","x9_10","x45_47_5","x1_2","x0_1","x0_5","x3_5_4_0"
"3944","JB_9","state2","x2__375_500_","x30_45","x15","Cer_rotation","x30_45","x60_75","x_2","x40_50","x15_30","x90_105","x135_150","x60_75","x60_75","x80_100","x21_4_26_4","x187_5_212_5","x51_60","Segu","x3","worked_in_solil","x37_5_47_5","x_45","x90_105","x50_70","x44_46","x_175","x97_98","x_15","x_99_1_00","x97_98","x_175","x5","x350_450","x21_23","x25_35","x950_1050","x2","x90_95","x_12_0","x30_40","x9_10","x40_42_5","x3_5","x0_1","x0_5","x3_5_4_0"
"3945","JB_2","state4","x3___500_","x15_30","x_15","Clovergrass","x75_90","x_120","x_2","x40_50","x30_45","x60_75","x120_135","x120_135","x60_75","x140_160","x26_3_10_4","x112_5_137_5","x61_70","Mentor","x4","Top_dressed","x_22_5","x75_90","x_195","x210_230","x30_35","x_450","x95_97","x19_21","x_99_1_00","x95_97","x_425","x4","x750_950","x_23","x_35","x950_1050","x_3","x_85","x9_0_9_5","x_80","x9_10","x42_5_45","x3_5","x1_5","x10_15","x_3_0"
"3946","JB_8","state2","x3___500_","x30_45","x10","Cer_rotation","x15_30","x45_60","x_2","x30_40","x15_30","x90_105","x120_135","x60_75","x60_75","x60_80","x26_3_10_4","x187_5_212_5","x61_70","Amber","x3","Placed","x47_5_57_5","x60_75","x120_135","x230_250","x55_60","x375_424","x_80","x17_19","x_95__97","x_75","x275_325","x6","x550_650","x21_23","x5_10","x750_850","x0","x_85","x10_0_10_5","x40_50","x9_10","x42_5_45","x3_5","x5_10","x25_30","x4_5_5_0"
"3947","JB_8","state1","x3___500_","x15_30","x0","Cereals","x15_30","x45_60","x_2","x30_40","x15_30","x90_105","x120_135","x75_90","x75_90","x60_80","x21_4_26_4","x187_5_212_5","x51_60","Jill","x4","worked_in_solil","x32_5_37_5","x60_75","x105_120","x150_170","x48_50","x325_375","x99_100","x15_17","x_99_1_00","x99_100","x325_375","x2","x650_750","x19_21","x10_15","x700_750","x1","x_85","x10_0_10_5","x50_55","x9_10","x35_40","x3_5","x1_5","x20_25","x3_5_4_0"
"3948","Jb_7","state4","x3___500_","x15_30","x_15","Other","x75_90","x105_120","x_2","x40_50","x30_45","x75_90","x120_135","x_45","x_45","x100_120","x11_4_20_4","x137_5_162_5","x61_70","Teal","x5","worked_in_solil","x_22_5","x_45","x135_150","x190_210","x55_60","x325_375","x90_93","x17_19","x_95__97","x85_90","x275_325","x5","x650_750","x19_21","x5_10","x750_850","x1","x_85","x9_5_10_0","x55_60","x9_10","x42_5_45","x3_5","x1_5","x15_20","x4_0_4_5"
"3949","JB_6","state3","x3___500_","x15_30","x20","Cer_rotation","x60_75","x60_75","x_2","x40_50","x0_15","x105_120","x120_135","x60_75","x60_75","x80_100","x_26_3","x162_5_187_5","x61_70","x_321rja","x5","worked_in_solil","x_22_5","x75_90","x150_165","x90_110","x42_44","x225_275","x_80","x21_23","x93__95","x_75","x175_225","x7","x450_550","x_23","x10_15","x850_950","x1","x_85","x_12_0","x40_50","x9_10","x40_42_5","x3_5","x5_10","x25_30","x4_0_4_5"
"3950","JB_4","state0","x3___500_","x15_30","x_10","Cereals","x15_30","x45_60","x_2","x30_40","x30_45","x75_90","x120_135","x75_90","x75_90","x60_80","x11_4_20_4","x137_5_162_5","x61_70","Baronesse","x3","Placed","x11_5_27_5","x75_90","x120_135","x170_190","x55_60","x275_325","x93_95","x_15","x_95__97","x90_93","x225_275","x5","x750_950","x_23","x25_35","x750_850","x2","x_85","x11_0_11_5","x65_70","x9_10","x35_40","x3_5","x5_10","x15_20","x3_0_3_5"
"3951","JB_5","state4","x3___500_","x30_45","x0","Beets","x90_105","x_120","x_2","x50_60","x30_45","x90_105","x135_150","x_45","x_45","x120_140","x21_4_26_4","x112_5_137_5","x61_70","Mentor","x4","worked_in_solil","x32_5_37_5","x_45","x165_180","x130_150","x55_60","x225_275","x98_99","x_15","x_99_1_00","x98__99","x225_275","x5","x750_950","x17_19","x15_25","x650_700","x2","x_85","x9_5_10_0","x55_60","x9_10","x40_42_5","x3_5","x1_5","x15_20","x3_5_4_0"
"3952","Jb_1_","state3","x3___500_","x15_30","x20","Beets","x30_45","x30_45","x_2","x40_50","x0_15","x105_120","x120_135","x75_90","x75_90","x40_60","x11_4_20_4","x37_5_62_5","x_25","Caminant","x4","Top_dressed","x_22_5","x60_75","x105_120","x150_170","x30_35","x_450","x98_99","x17_19","x_97__98","x95_97","x_425","x6","x550_650","x_13","x25_35","x750_850","x1","x_98","x11_0_11_5","x40_50","x9_10","x45_47_5","x0_1","x0_1","x0_5","x3_5_4_0"
"3953","JB_9","state2","x1___375_","x45_60","x_5","Cer_rotation","x30_45","x90_105","x_2","x30_40","x45_60","x60_75","x120_135","x_45","x_45","x100_120","x_26_3","x187_5_212_5","x51_60","Limbo","x3","worked_in_solil","x_22_5","x_45","x120_135","x70_90","x30_35","x225_275","x93_95","x17_19","x_99_1_00","x94_95","x225_275","x5","x550_650","x17_19","x0_5","x650_700","x2","x_85","x11_0_11_5","x40_50","x9_10","x40_42_5","x3_5","x1_5","x15_20","x4_5_5_0"
"3954","JB_6","state1","x1___375_","x30_45","x0","Cer_rotation","x0_15","x30_45","x_2","x40_50","x30_45","x75_90","x135_150","x105_120","x75_90","x40_60","x21_4_26_4","x137_5_162_5","x41_50","x_321rja","x5","worked_in_solil","x27_5_32_5","x60_75","x105_120","x210_230","x50_55","x375_424","x_80","x21_23","x_99_1_00","x75_80","x275_325","x5","x650_750","x15_17","x10_15","x700_750","x2","x90_95","x10_0_10_5","x50_55","x9_10","x40_42_5","x3_5","x0_1","x0_5","x4_0_4_5"
"3955","JB_9","state1","x2__375_500_","x30_45","x10","Cer_rotation","x45_60","x75_90","x_2","x40_50","x15_30","x90_105","x135_150","x60_75","x60_75","x80_100","x21_4_26_4","x162_5_187_5","x51_60","Semal","x3","Placed","x_22_5","x60_75","x150_165","x230_250","x50_55","x_450","x_80","x_15","x_99_1_00","x75_80","x325_375","x5","x650_750","x19_21","x0_5","x850_950","x_1","x85_90","x10_5_11_0","x60_65","x9_10","x45_47_5","x3_5","x1_5","x5_10","x4_0_4_5"
"3956","JB_3","state3","x2__375_500_","x15_30","x_20","Clovergrass","x15_30","x60_75","x_2","x40_50","x30_45","x60_75","x135_150","x75_90","x60_75","x80_100","x_26_4","x87_5_112_5","x41_50","Lenka","x2","Placed","x32_5_37_5","x60_75","x120_135","x90_110","x30_35","x275_325","x99_100","x_15","x90__93","x90_93","x225_275","x6","x650_750","x13_15","x0_5","x750_850","x2","x_98","x11_5_12_0","x55_60","x9_10","x42_5_45","x1_2","x0_1","x0_5","x4_5_5_0"
"3957","JB_9","state3","x2__375_500_","x30_45","x_5","Cer_rotation","x60_75","x105_120","x_2","x30_40","x30_45","x75_90","x_120","x_45","x_45","x100_120","x_26_3","x187_5_212_5","x61_70","Etna","x2","Top_dressed","x_22_5","x60_75","x180_195","x70_90","x40_42","x175_225","x85_90","x_27","x_95__97","x80_85","x_175","x4","x750_950","x21_23","x5_10","x750_850","x0","x_85","x9_5_10_0","x65_70","x9_10","x40_42_5","x3_5","x5_10","x25_30","x4_0_4_5"
"3958","JB_4","state2","x3___500_","x30_45","x_10","Cereals","x0_15","x45_60","x_2","x40_50","x45_60","x75_90","x120_135","x75_90","x75_90","x60_80","x_26_3","x87_5_112_5","x51_60","Princesse","x4","worked_in_solil","x_57_5","x45_60","x90_105","x90_110","x55_60","x_175","x98_99","x15_17","x90__93","x90_93","x_175","x5","x550_650","x17_19","x25_35","x700_750","x2","x_85","x_12_0","x40_50","x9_10","x45_47_5","x3_5","x1_5","x10_15","x3_5_4_0"
"3959","JB_8","state4","x2__375_500_","x45_60","x_5","Clovergrass","x_105","x_120","x_2","x40_50","x45_60","x45_60","x120_135","x_45","x_45","x120_140","x11_4_20_4","x162_5_187_5","x61_70","Baracuda","x3","Top_dressed","x11_5_27_5","x_45","x150_165","x170_190","x44_46","x375_424","x98_99","x17_19","x_99_1_00","x97_98","x375_425","x4","x650_750","x_23","x15_25","x950_1050","x2","x_85","x9_0_9_5","x65_70","x9_10","x42_5_45","x3_5","x1_5","x15_20","x3_5_4_0"
"3960","JB_2","state2","x1___375_","x45_60","x25","Clovergrass","x15_30","x45_60","x_2","x40_50","x15_30","x75_90","x120_135","x75_90","x75_90","x60_80","x_26_3","x137_5_162_5","x51_60","Goldie","x6","Top_dressed","x_22_5","x105_120","x165_180","x190_210","x40_42","x_450","x99_100","x23_25","x_99_1_00","x98__99","x_425","x6","x550_650","x19_21","x0_5","x850_950","x2","x95_98","x9_5_10_0","x50_55","x9_10","x45_47_5","x3_5","x0_1","x0_5","x4_0_4_5"
"3961","JB_6","state2","x3___500_","x30_45","x_5","Cereals","x15_30","x60_75","x_2","x30_40","x30_45","x75_90","x120_135","x45_60","x45_60","x60_80","x_26_3","x162_5_187_5","x_70","Bartok","x3","Placed","x47_5_57_5","x45_60","x120_135","x210_230","x48_50","x_450","x80_85","x21_23","x_99_1_00","x80_85","x325_375","x4","x_1150","x17_19","x0_5","x550_600","x_1","x_85","x10_5_11_0","x70_80","x9_10","x35_40","x3_5","x5_10","x20_25","x4_5_5_0"
"3962","JB_4","state0","x3___500_","x15_30","x_25","Clovergrass","x75_90","x_120","x_2","x50_60","x45_60","x60_75","x135_150","x_45","x_45","x120_140","x21_4_26_4","x112_5_137_5","x25_40","Chariot","x5","Top_dressed","x_22_5","x45_60","x180_195","x50_70","x46_48","x_175","x90_93","x_15","x_99_1_00","x90_93","x_175","x4","x450_550","x17_19","x_35","x950_1050","x3","x_98","x_12_0","x50_55","x9_10","x47_5_50","x0_1","x0_1","x0_5","x_3_0"
"3963","JB_8","state3","x2__375_500_","x45_60","x25","Beets","x0_15","x30_45","x_2","x40_50","x15_30","x90_105","x120_135","x90_105","x90_105","x40_60","x21_4_26_4","x162_5_187_5","x51_60","Portia","x4","worked_in_solil","x_22_5","x75_90","x105_120","x230_250","x42_44","x_450","x80_85","x15_17","x_95__97","x75_80","x325_375","x4","x650_750","x17_19","x5_10","x750_850","x3","x90_95","x10_0_10_5","x55_60","x9_10","x40_42_5","x3_5","x0_1","x0_5","x4_5_5_0"
"3964","Jb_7","state1","x3___500_","x30_45","x0","Beets","x_105","x_120","x_2","x50_60","x30_45","x90_105","x135_150","x_45","x_45","x120_140","x21_4_26_4","x162_5_187_5","x51_60","Limbo","x3","worked_in_solil","x37_5_47_5","x_45","x165_180","x150_170","x44_46","x325_375","x93_95","x_15","x_99_1_00","x94_95","x325_375","x5","x750_950","x15_17","x_35","x750_850","x1","x95_98","x11_5_12_0","x65_70","x9_10","x42_5_45","x3_5","x0_1","x0_5","x3_0_3_5"
"3965","JB_9","state3","x2__375_500_","x30_45","x_5","Clovergrass","x_105","x_120","x_2","x30_40","x30_45","x45_60","x_120","x_45","x_45","x120_140","x_26_4","x187_5_212_5","x51_60","Digger","x4","worked_in_solil","x37_5_47_5","x_45","x150_165","x210_230","x42_44","x_450","x99_100","x_15","x_97__98","x97_98","x_425","x5","x650_750","x_23","x0_5","x850_950","x3","x_85","x_12_0","x60_65","x9_10","x35_40","x3_5","x5_10","x20_25","x4_5_5_0"
"3966","JB_5","state3","x1___375_","x45_60","x_20","Cer_rotation","x60_75","x_120","x_2","x40_50","x60_75","x45_60","x120_135","x_45","x_45","x120_140","x11_4_20_4","x187_5_212_5","x61_70","Selim","x4","Top_dressed","x_22_5","x_45","x165_180","x130_150","x40_42","x325_375","x90_93","x15_17","x93__95","x85_90","x275_325","x5","x750_950","x17_19","x5_10","x700_750","x3","x90_95","x_12_0","x60_65","x9_10","x35_40","x3_5","x1_5","x5_10","x3_5_4_0"
"3967","JB_5","state1","x3___500_","x30_45","x_10","Other","x_105","x_120","x_2","x30_40","x45_60","x60_75","x120_135","x_45","x_45","x120_140","x26_3_10_4","x162_5_187_5","x61_70","Delibes","x3","worked_in_solil","x_22_5","x_45","x165_180","x110_130","x48_50","x225_275","x80_85","x21_23","x_99_1_00","x80_85","x175_225","x6","x750_950","x21_23","x5_10","x700_750","x0","x_85","x9_5_10_0","x60_65","x9_10","x42_5_45","x3_5","x5_10","x20_25","x4_0_4_5"
"3968","JB_5","state3","x2__375_500_","x30_45","x_10","Beets","x60_75","x105_120","x_2","x30_40","x45_60","x45_60","x_120","x_45","x_45","x100_120","x11_4_20_4","x112_5_137_5","x61_70","Canut","x2","Placed","x_22_5","x_45","x135_150","x70_90","x55_60","x_175","x95_97","x_15","x93__95","x90_93","x_175","x5","x750_950","x15_17","x10_15","x850_950","x1","x_98","x9_0_9_5","x70_80","x9_10","x35_40","x1_2","x0_1","x0_5","x4_0_4_5"
"3969","JB_9","state1","x1___375_","x30_45","x15","Beets","x60_75","x90_105","x_2","x40_50","x15_30","x90_105","x135_150","x_45","x_45","x100_120","x_26_4","x187_5_212_5","x41_50","Korinna","x5","worked_in_solil","x32_5_37_5","x_45","x120_135","x50_70","x55_60","x_175","x80_85","x_15","x_99_1_00","x80_85","x_175","x5","x450_550","x13_15","x10_15","x850_950","x1","x_98","x_12_0","x40_50","x9_10","x40_42_5","x0_1","x0_1","x0_5","x4_0_4_5"
"3970","JB_5","state1","x3___500_","x30_45","x5","Clovergrass","x_105","x_120","x_2","x40_50","x30_45","x60_75","x120_135","x_45","x_45","x120_140","x21_4_26_4","x137_5_162_5","x41_50","Trebon","x4","worked_in_solil","x11_5_27_5","x_45","x165_180","x190_210","x44_46","x_450","x90_93","x_15","x_99_1_00","x90_93","x375_425","x5","x750_950","x17_19","x5_10","x550_600","x_3","x_85","x_12_0","x40_50","x9_10","x45_47_5","x3_5","x1_5","x20_25","x3_5_4_0"
"3971","JB_2","state0","x1___375_","x45_60","x20","Clovergrass","x30_45","x60_75","x_2","x40_50","x30_45","x60_75","x120_135","x45_60","x45_60","x60_80","x26_3_10_4","x137_5_162_5","x51_60","Abelone","x2","Top_dressed","x11_5_27_5","x_45","x90_105","x190_210","x44_46","x_450","x80_85","x19_21","x_99_1_00","x80_85","x325_375","x3","x950_1150","x15_17","x15_25","x550_600","x0","x_85","x10_0_10_5","x60_65","x9_10","x35_40","x3_5","x1_5","x20_25","x4_0_4_5"
"3972","JB_9","state4","x1___375_","x30_45","x25","Cereals","x15_30","x30_45","x_2","x40_50","x0_15","x120_135","x120_135","x75_90","x75_90","x40_60","x11_4_20_4","x187_5_212_5","x51_60","Caruso","x5","Placed","x11_5_27_5","x75_90","x120_135","x90_110","x35_40","x225_275","x97_98","x15_17","x_99_1_00","x95_97","x225_275","x4","x550_650","x15_17","x25_35","x750_850","x1","x95_98","x_12_0","x40_50","x9_10","x42_5_45","x3_5","x0_1","x0_5","x3_0_3_5"
"3973","JB_8","state3","x1___375_","x30_45","x_5","Clovergrass","x_105","x_120","x_2","x40_50","x30_45","x60_75","x135_150","x_45","x_45","x120_140","x21_4_26_4","x162_5_187_5","x41_50","Chariot","x5","worked_in_solil","x_22_5","x_45","x165_180","x170_190","x44_46","x375_424","x_80","x_15","x_99_1_00","x75_80","x275_325","x4","x450_550","x19_21","x25_35","x950_1050","x3","x_98","x_12_0","x40_50","x9_10","x42_5_45","x2_3","x0_1","x0_5","x4_0_4_5"
"3974","JB_2","state3","x1___375_","x30_45","x25","Clovergrass","x60_75","x75_90","x_2","x40_50","x0_15","x90_105","x135_150","x60_75","x60_75","x80_100","x_26_3","x137_5_162_5","x51_60","Prisma","x2","worked_in_solil","x_22_5","x75_90","x165_180","x170_190","x42_44","x375_424","x90_93","x_27","x_97__98","x85_90","x325_375","x6","x550_650","x_23","x_35","x_1050","x2","x95_98","x10_5_11_0","x65_70","x9_10","x40_42_5","x3_5","x0_1","x0_5","x3_0_3_5"
"3975","JB_5","state3","x1___375_","x30_45","x_20","Cer_rotation","x30_45","x90_105","x_2","x40_50","x45_60","x60_75","x135_150","x_45","x_45","x100_120","x21_4_26_4","x112_5_137_5","x41_50","Marielle","x4","Placed","x11_5_27_5","x_45","x120_135","x210_230","x50_55","x375_424","x85_90","x17_19","x_98__99","x85_90","x325_375","x6","x450_550","x15_17","x15_25","x950_1050","x0","x_98","x11_5_12_0","x50_55","x9_10","x40_42_5","x0_1","x0_1","x0_5","x4_0_4_5"
"3976","JB_2","state2","x3___500_","x15_30","x15","Cereals","x15_30","x15_30","x_2","x40_50","x0_15","x120_135","x135_150","x120_135","x120_135","x40_60","x26_3_10_4","x137_5_162_5","x51_60","Sehila","x4","Top_dressed","x_22_5","x90_105","x105_120","x190_210","x46_48","x_450","x99_100","x21_23","x_98__99","x98__99","x_425","x6","x650_750","x17_19","x0_5","x600_650","x0","x_85","x_12_0","x40_50","x9_10","x42_5_45","x3_5","x5_10","x25_30","x_5_0"
"3977","JB_5","state2","x2__375_500_","x45_60","x_15","Beets","x60_75","x_120","x_2","x50_60","x60_75","x60_75","x120_135","x_45","x_45","x120_140","x_26_4","x162_5_187_5","x51_60","Canut","x2","Top_dressed","x_22_5","x45_60","x180_195","x230_250","x44_46","x_450","x97_98","x15_17","x_99_1_00","x97_98","x_425","x4","x550_650","x21_23","x5_10","x850_950","x1","x_85","x10_5_11_0","x50_55","x9_10","x40_42_5","x3_5","x1_5","x10_15","x4_0_4_5"
"3978","JB_8","state2","x1___375_","x30_45","x5","Clovergrass","x_105","x_120","x_2","x40_50","x30_45","x60_75","x120_135","x_45","x_45","x120_140","x21_4_26_4","x187_5_212_5","x61_70","Krona","x5","Top_dressed","x_22_5","x_45","x165_180","x230_250","x44_46","x_450","x80_85","x_15","x_99_1_00","x80_85","x325_375","x5","x650_750","x19_21","x_35","x850_950","x3","x85_90","x11_0_11_5","x60_65","x9_10","x42_5_45","x3_5","x0_1","x0_5","x_3_0"
"3979","Jb_7","state4","x3___500_","x30_45","x_10","Other","x60_75","x105_120","x_2","x50_60","x45_60","x75_90","x135_150","x_45","x_45","x100_120","x_26_4","x187_5_212_5","x41_50","Maresi","x5","Top_dressed","x_22_5","x_45","x135_150","x210_230","x42_44","x_450","x95_97","x_15","x93__95","x90_93","x375_425","x5","x750_950","x15_17","x25_35","x750_850","x1","x95_98","x_12_0","x65_70","x9_10","x42_5_45","x3_5","x0_1","x0_5","x3_5_4_0"
"3980","Jb_1_","state4","x1___375_","x15_30","x_5","Cer_rotation","x0_15","x30_45","x_2","x30_40","x15_30","x90_105","x120_135","x75_90","x75_90","x40_60","x11_4_20_4","x62_5_87_5","x_25","Goldie","x6","Top_dressed","x_22_5","x150_165","x180_195","x110_130","x55_60","x175_225","x90_93","x19_21","x_97__98","x85_90","x175_225","x6","x_350","x17_19","x10_15","x950_1050","x3","x_98","x10_5_11_0","x_30","x9_10","x50_55","x0_1","x0_1","x0_5","x4_0_4_5"
"3981","JB_5","state3","x1___375_","x45_60","x_10","Cereals","x30_45","x90_105","x_2","x40_50","x60_75","x60_75","x120_135","x_45","x_45","x100_120","x11_4_20_4","x162_5_187_5","x51_60","Amber","x2","Placed","x_22_5","x_45","x120_135","x150_170","x50_55","x275_325","x90_93","x17_19","x_99_1_00","x90_93","x225_275","x6","x350_450","x17_19","x0_5","x850_950","x0","x95_98","x9_5_10_0","x30_40","x9_10","x45_47_5","x3_5","x0_1","x0_5","x4_5_5_0"
"3982","JB_4","state2","x3___500_","x15_30","x_10","Other","x60_75","x90_105","x_2","x40_50","x30_45","x75_90","x120_135","x_45","x_45","x100_120","x21_4_26_4","x112_5_137_5","x41_50","Mie","x4","Top_dressed","x_22_5","x_45","x120_135","x230_250","x42_44","x_450","x99_100","x_15","x_99_1_00","x99_100","x_425","x5","x750_950","x17_19","x10_15","x650_700","x2","x_85","x_12_0","x55_60","x9_10","x35_40","x3_5","x1_5","x15_20","x3_5_4_0"
"3983","Jb_7","state2","x3___500_","x15_30","x_10","Cer_rotation","x15_30","x45_60","x_2","x50_60","x30_45","x90_105","x135_150","x90_105","x90_105","x60_80","x26_3_10_4","x162_5_187_5","x51_60","Rima","x4","Top_dressed","x_22_5","x105_120","x165_180","x190_210","x55_60","x325_375","x93_95","x15_17","x_99_1_00","x94_95","x325_375","x4","x750_950","x19_21","x_35","x850_950","x3","x90_95","x10_5_11_0","x70_80","x9_10","x42_5_45","x3_5","x0_1","x0_5","x_3_0"
"3984","Jb_1_","state2","x2__375_500_","x15_30","x15","Clovergrass","x45_60","x45_60","x_2","x40_50","x0_15","x90_105","x135_150","x75_90","x75_90","x60_80","x11_4_20_4","x37_5_62_5","x51_60","Peel","x4","Top_dressed","x27_5_32_5","x_45","x75_90","x110_130","x30_35","x325_375","x85_90","x_15","x_97__98","x85_90","x275_325","x6","x450_550","x19_21","x_35","x650_700","x0","x_85","x9_5_10_0","x30_40","x9_10","x40_42_5","x3_5","x5_10","x25_30","x_3_0"
"3985","JB_2","state0","x1___375_","x30_45","x_25","Cereals","x15_30","x75_90","x_2","x40_50","x60_75","x60_75","x120_135","x_45","x_45","x80_100","x_26_4","x87_5_112_5","x41_50","Portia","x5","Placed","x27_5_32_5","x_45","x105_120","x170_190","x55_60","x275_325","x80_85","x17_19","x_99_1_00","x80_85","x225_275","x5","x650_750","x17_19","x5_10","x750_850","x3","x90_95","x11_0_11_5","x55_60","x9_10","x42_5_45","x3_5","x0_1","x0_5","x4_0_4_5"
"3986","JB_5","state3","x1___375_","x30_45","x25","Clovergrass","x90_105","x105_120","x_2","x60_70","x0_15","x105_120","x150_165","x_45","x_45","x100_120","x21_4_26_4","x162_5_187_5","x41_50","Etna","x2","Placed","x_22_5","x_45","x135_150","x50_70","x44_46","x_175","x_80","x_15","x90__93","x_75","x_175","x4","x450_550","x17_19","x_35","x_1050","x0","x_98","x11_0_11_5","x55_60","x9_10","x40_42_5","x0_1","x0_1","x0_5","x_3_0"
"3987","JB_6","state2","x3___500_","x30_45","x_5","Cer_rotation","x30_45","x75_90","x_2","x40_50","x30_45","x75_90","x135_150","x60_75","x60_75","x80_100","x_26_4","x162_5_187_5","x51_60","Rima","x4","Top_dressed","x37_5_47_5","x_45","x105_120","x190_210","x48_50","x375_424","x99_100","x_15","x_98__99","x97_98","x375_425","x6","x650_750","x15_17","x15_25","x750_850","x2","x95_98","x10_0_10_5","x55_60","x9_10","x45_47_5","x3_5","x0_1","x0_5","x4_0_4_5"
"3988","JB_4","state2","x3___500_","x15_30","x15","Beets","x45_60","x60_75","x_2","x40_50","x0_15","x105_120","x135_150","x60_75","x60_75","x80_100","x11_4_20_4","x62_5_87_5","x25_40","andre","x3","Placed","x_22_5","x60_75","x120_135","x50_70","x55_60","x_175","x97_98","x_15","x_99_1_00","x97_98","x_175","x9","x350_450","x15_17","x0_5","x850_950","x_1","x_98","x_12_0","x30_40","x9_10","x47_5_50","x1_2","x0_1","x0_5","x4_5_5_0"
