"","asia","tub","smoke","lung","bronc","either","xray","dysp"
"3828","no","no","yes","no","no","no","no","no"
"3829","no","no","no","no","yes","no","no","yes"
"3830","no","no","yes","no","yes","no","no","no"
"3831","no","no","yes","no","yes","no","yes","no"
"3832","no","no","no","no","yes","no","no","yes"
"3833","no","no","no","no","no","no","no","no"
"3834","no","no","no","no","no","no","no","no"
"3835","no","no","no","no","yes","no","no","no"
"3836","no","no","yes","no","yes","no","no","yes"
"3837","no","no","yes","no","yes","no","no","yes"
"3838","no","no","yes","no","yes","no","no","yes"
"3839","no","no","no","no","no","no","no","yes"
"3840","no","no","yes","no","yes","no","no","no"
"3841","no","no","yes","no","no","no","no","yes"
"3842","no","no","yes","no","yes","no","no","yes"
"3843","no","no","no","no","no","no","no","no"
"3844","no","no","no","no","no","no","no","no"
"3845","no","no","yes","no","no","no","no","yes"
"3846","no","no","no","no","yes","no","no","yes"
"3847","no","no","no","no","yes","no","no","no"
"3848","no","no","no","no","no","no","no","no"
"3849","no","no","no","no","no","no","no","no"
"3850","no","no","yes","no","no","no","no","no"
"3851","no","no","no","no","no","no","no","no"
"3852","no","no","yes","no","no","no","no","no"
"3853","no","no","yes","no","yes","no","no","yes"
"3854","no","no","no","no","no","no","no","yes"
"3855","no","no","no","no","yes","no","no","no"
"3856","no","no","no","no","no","no","no","no"
"3857","no","no","yes","no","no","no","no","no"
"3858","no","no","no","no","no","no","no","no"
"3859","no","no","yes","no","yes","no","no","yes"
"3860","no","no","yes","no","yes","no","no","yes"
"3861","no","no","no","no","no","no","no","no"
"3862","no","no","no","no","no","no","no","no"
"3863","no","no","yes","yes","yes","yes","yes","yes"
"3864","no","no","no","no","no","no","no","no"
"3865","no","no","no","no","yes","no","yes","yes"
"3866","no","no","no","no","yes","no","no","yes"
"3867","no","no","no","no","no","no","no","no"
"3868","no","no","no","no","no","no","no","no"
"3869","no","no","yes","no","no","no","no","no"
"3870","no","no","yes","no","yes","no","no","yes"
"3871","no","no","yes","no","yes","no","no","yes"
"3872","no","no","yes","no","no","no","no","no"
"3873","no","no","no","no","no","no","no","no"
"3874","no","no","yes","no","yes","no","no","no"
"3875","no","no","yes","no","yes","no","no","yes"
"3876","no","no","no","no","no","no","no","no"
"3877","no","no","yes","no","yes","no","no","no"
"3878","no","no","no","no","yes","no","no","yes"
"3879","no","no","no","no","no","no","no","no"
"3880","no","no","yes","no","yes","no","no","yes"
"3881","no","no","no","no","no","no","no","no"
"3882","no","no","no","no","yes","no","no","yes"
"3883","no","no","yes","yes","yes","yes","yes","yes"
"3884","no","no","no","no","yes","no","no","yes"
"3885","no","no","no","no","no","no","no","no"
"3886","no","yes","yes","no","yes","yes","yes","yes"
"3887","no","no","no","no","yes","no","yes","yes"
"3888","no","no","no","no","no","no","no","no"
"3889","no","no","yes","no","no","no","no","no"
"3890","no","no","no","no","no","no","no","no"
"3891","no","no","yes","no","no","no","no","no"
"3892","no","no","yes","yes","no","yes","yes","no"
"3893","no","no","no","no","yes","no","no","yes"
"3894","no","no","yes","no","no","no","no","no"
"3895","no","no","yes","no","no","no","no","no"
"3896","no","no","yes","no","yes","no","no","yes"
"3897","no","no","no","no","no","no","no","no"
"3898","no","no","no","no","yes","no","no","yes"
"3899","no","no","no","no","no","no","no","yes"
"3900","no","no","no","no","no","no","no","no"
"3901","no","no","yes","no","yes","no","no","yes"
"3902","no","no","no","no","no","no","no","yes"
"3903","no","no","yes","no","yes","no","no","no"
"3904","no","no","no","no","yes","no","no","no"
"3905","no","no","yes","no","yes","no","yes","yes"
"3906","no","no","no","no","yes","no","no","yes"
"3907","no","no","no","no","no","no","yes","no"
"3908","no","no","yes","no","yes","no","no","no"
"3909","no","no","no","no","no","no","no","no"
"3910","no","no","yes","no","no","no","no","no"
"3911","no","no","yes","no","yes","no","no","yes"
"3912","no","no","no","no","yes","no","no","yes"
"3913","no","no","yes","no","no","no","no","no"
"3914","no","no","yes","no","yes","no","no","yes"
"3915","no","no","yes","no","yes","no","no","yes"
"3916","no","no","no","no","no","no","no","no"
"3917","no","no","no","no","yes","no","no","yes"
"3918","no","no","yes","no","yes","no","no","no"
"3919","no","no","no","no","yes","no","no","yes"
"3920","no","no","yes","no","yes","no","no","yes"
"3921","no","no","yes","no","no","no","no","no"
"3922","no","no","no","no","no","no","no","no"
"3923","no","no","yes","no","no","no","no","no"
"3924","no","no","yes","no","yes","no","no","yes"
"3925","no","no","no","no","yes","no","no","yes"
"3926","no","no","yes","no","yes","no","no","no"
"3927","no","no","yes","no","yes","no","no","yes"
"3928","no","no","no","no","yes","no","no","yes"
"3929","no","no","no","no","no","no","no","no"
"3930","no","no","no","no","yes","no","no","yes"
"3931","no","no","yes","no","yes","no","no","no"
"3932","no","no","no","no","no","no","no","no"
"3933","no","no","no","no","no","no","no","no"
"3934","no","no","yes","no","no","no","no","no"
"3935","no","no","yes","no","yes","no","no","yes"
"3936","no","no","yes","no","no","no","no","no"
"3937","no","no","no","no","no","no","no","no"
"3938","no","no","yes","no","yes","no","no","yes"
"3939","no","no","no","no","yes","no","no","yes"
"3940","no","no","no","no","no","no","no","no"
"3941","no","no","no","no","no","no","no","no"
"3942","no","no","no","no","no","no","no","yes"
"3943","no","no","no","no","no","no","no","no"
"3944","no","no","no","no","no","no","no","no"
"3945","no","no","yes","no","no","no","no","yes"
"3946","no","no","yes","no","yes","no","no","no"
"3947","no","no","no","no","yes","no","no","yes"
"3948","no","no","yes","yes","yes","yes","yes","yes"
"3949","no","no","yes","no","yes","no","no","yes"
"3950","no","no","yes","no","yes","no","no","no"
"3951","no","no","no","no","no","no","no","no"
"3952","no","no","no","no","yes","no","no","yes"
"3953","no","no","yes","no","yes","no","no","yes"
"3954","no","no","no","no","no","no","no","no"
"3955","no","no","no","no","no","no","no","no"
"3956","no","no","no","no","yes","no","no","yes"
"3957","no","no","no","no","yes","no","no","no"
"3958","no","no","yes","no","yes","no","no","yes"
"3959","no","no","yes","no","no","no","yes","no"
"3960","no","no","yes","no","yes","no","no","yes"
"3961","no","no","yes","no","no","no","no","no"
"3962","no","no","no","no","no","no","no","no"
"3963","no","no","no","no","no","no","no","yes"
"3964","no","no","no","no","no","no","no","no"
"3965","no","no","yes","yes","yes","yes","yes","yes"
"3966","no","no","no","no","no","no","no","no"
"3967","no","no","no","no","yes","no","no","yes"
"3968","no","no","yes","no","yes","no","no","yes"
"3969","no","no","no","no","yes","no","no","yes"
"3970","no","no","no","no","yes","no","no","yes"
"3971","no","no","yes","no","yes","no","no","yes"
"3972","no","no","no","no","yes","no","no","yes"
"3973","no","no","no","no","no","no","no","no"
"3974","no","no","yes","no","no","no","no","no"
"3975","no","no","yes","no","yes","no","no","yes"
"3976","no","no","no","no","no","no","no","no"
"3977","no","no","no","no","no","no","no","no"
"3978","no","no","yes","no","yes","no","no","yes"
"3979","no","no","yes","no","no","no","no","no"
"3980","no","no","yes","no","yes","no","no","yes"
"3981","no","no","no","no","no","no","yes","no"
"3982","no","no","yes","no","no","no","no","no"
"3983","no","no","no","no","no","no","no","no"
"3984","no","no","yes","no","no","no","no","no"
"3985","no","no","yes","no","no","no","no","no"
"3986","no","no","yes","no","yes","no","no","yes"
"3987","no","no","no","no","no","no","no","no"
"3988","no","no","yes","yes","yes","yes","yes","no"
"3989","no","no","no","no","yes","no","no","yes"
"3990","no","no","yes","no","yes","no","yes","yes"
"3991","no","no","no","no","no","no","no","no"
"3992","no","no","yes","no","yes","no","no","yes"
"3993","no","no","no","no","no","no","no","no"
"3994","no","no","yes","no","yes","no","no","yes"
"3995","no","no","yes","no","yes","no","no","yes"
"3996","no","no","no","no","yes","no","yes","yes"
"3997","no","no","no","no","no","no","no","no"
"3998","no","no","no","no","no","no","no","no"
"3999","no","no","yes","no","no","no","no","no"
"4000","no","no","no","no","no","no","no","yes"
"4001","no","no","no","no","yes","no","no","yes"
"4002","no","no","no","no","no","no","no","no"
"4003","no","no","yes","no","no","no","no","no"
"4004","no","no","no","no","no","no","no","yes"
"4005","no","no","yes","no","no","no","no","no"
"4006","no","no","no","no","yes","no","no","yes"
"4007","no","no","yes","no","yes","no","no","yes"
"4008","no","no","no","no","no","no","no","no"
"4009","no","no","no","no","no","no","no","no"
"4010","yes","no","no","no","no","no","no","no"
"4011","no","no","no","no","no","no","no","no"
"4012","no","no","no","no","no","no","no","no"
"4013","no","no","yes","no","no","no","no","yes"
"4014","no","no","yes","no","yes","no","no","yes"
"4015","no","no","yes","no","yes","no","no","yes"
"4016","no","no","no","no","yes","no","no","no"
"4017","no","no","yes","no","yes","no","no","yes"
"4018","no","no","no","no","no","no","no","no"
"4019","no","no","yes","no","yes","no","no","yes"
"4020","no","no","no","no","no","no","no","no"
"4021","no","no","no","no","no","no","yes","yes"
"4022","no","no","no","no","no","no","yes","no"
"4023","no","no","no","no","no","no","no","no"
"4024","no","no","yes","no","yes","no","no","yes"
"4025","no","no","no","no","no","no","no","no"
"4026","no","no","yes","no","yes","no","no","yes"
"4027","no","no","no","no","no","no","no","no"
"4028","no","no","yes","yes","yes","yes","yes","yes"
"4029","no","no","yes","no","yes","no","no","yes"
"4030","no","no","no","no","yes","no","no","yes"
"4031","no","no","yes","no","no","no","no","no"
"4032","no","no","yes","no","yes","no","no","yes"
"4033","no","yes","no","no","no","yes","no","no"
"4034","no","no","yes","no","no","no","no","no"
"4035","no","no","yes","no","no","no","no","no"
"4036","no","no","yes","no","no","no","no","yes"
"4037","no","no","no","no","no","no","no","no"
"4038","no","no","yes","no","yes","no","no","yes"
"4039","no","no","yes","no","yes","no","no","yes"
"4040","no","no","no","no","no","no","no","no"
"4041","no","no","no","no","yes","no","no","yes"
"4042","no","no","yes","no","no","no","no","no"
"4043","no","no","yes","no","yes","no","no","yes"
"4044","no","no","no","no","no","no","no","no"
"4045","no","no","no","no","no","no","no","no"
"4046","no","no","yes","no","yes","no","no","yes"
"4047","no","no","no","no","yes","no","no","yes"
"4048","no","no","yes","no","yes","no","no","yes"
"4049","no","no","yes","no","no","no","no","no"
"4050","no","no","yes","no","no","no","no","no"
"4051","no","no","yes","no","yes","no","no","no"
"4052","no","no","no","no","no","no","no","no"
"4053","no","no","yes","no","no","no","no","no"
"4054","no","no","no","no","no","no","no","no"
"4055","no","no","no","no","yes","no","no","yes"
"4056","no","no","yes","no","yes","no","no","yes"
"4057","no","no","no","no","yes","no","yes","no"
"4058","no","no","no","no","yes","no","no","no"
"4059","no","no","yes","no","yes","no","no","yes"
"4060","no","no","no","no","no","no","no","no"
"4061","no","no","yes","no","no","no","no","no"
"4062","no","no","yes","no","yes","no","no","yes"
"4063","no","no","no","no","no","no","no","no"
"4064","no","no","yes","no","yes","no","no","yes"
"4065","no","no","yes","no","no","no","no","no"
"4066","no","no","yes","no","yes","no","no","yes"
"4067","no","no","yes","no","no","no","no","no"
"4068","no","no","no","no","yes","no","no","yes"
"4069","no","no","no","no","no","no","no","no"
"4070","no","no","no","no","no","no","no","yes"
"4071","no","no","yes","no","yes","no","no","yes"
"4072","no","no","yes","no","no","no","no","no"
"4073","no","no","no","no","yes","no","no","no"
"4074","no","no","no","no","no","no","no","no"
"4075","no","no","yes","no","yes","no","no","yes"
"4076","no","no","no","no","no","no","no","no"
"4077","no","no","yes","no","no","no","no","no"
"4078","no","no","yes","no","yes","no","no","no"
"4079","no","no","yes","no","yes","no","no","no"
"4080","no","no","no","no","no","no","no","no"
"4081","no","no","yes","no","yes","no","no","yes"
"4082","no","no","yes","no","yes","no","no","yes"
"4083","no","no","no","no","yes","no","no","yes"
"4084","no","no","no","no","yes","no","no","yes"
"4085","no","no","no","no","no","no","no","no"
"4086","no","no","no","no","no","no","no","no"
"4087","no","no","yes","no","yes","no","yes","yes"
"4088","no","no","no","no","no","no","no","yes"
"4089","no","no","no","no","no","no","no","no"
"4090","no","no","no","no","no","no","no","no"
"4091","no","no","no","no","yes","no","no","yes"
"4092","no","no","no","no","no","no","no","no"
"4093","no","no","yes","no","yes","no","no","yes"
"4094","no","no","no","no","no","no","no","no"
"4095","no","no","yes","no","no","no","no","no"
"4096","yes","no","yes","no","yes","no","no","no"
"4097","no","no","no","no","no","no","no","no"
"4098","no","no","yes","no","no","no","yes","no"
"4099","no","no","no","no","no","no","no","yes"
"4100","no","no","no","no","yes","no","no","yes"
"4101","no","no","yes","no","no","no","no","no"
"4102","no","no","no","no","yes","no","no","yes"
"4103","no","no","yes","no","yes","no","no","yes"
"4104","no","no","no","no","no","no","no","no"
"4105","no","no","no","no","no","no","no","no"
"4106","no","no","yes","no","yes","no","no","yes"
"4107","no","no","yes","no","yes","no","no","no"
"4108","no","no","yes","no","yes","no","no","yes"
"4109","no","no","no","no","no","no","no","no"
"4110","no","no","yes","no","yes","no","no","no"
"4111","no","no","no","no","no","no","no","no"
"4112","no","no","no","no","no","no","no","no"
"4113","no","no","no","no","no","no","no","no"
"4114","no","no","no","no","no","no","no","no"
"4115","no","no","yes","yes","no","yes","yes","yes"
"4116","no","no","no","yes","yes","yes","yes","yes"
"4117","no","no","yes","no","yes","no","no","yes"
"4118","no","no","no","no","no","no","no","no"
"4119","no","no","yes","no","yes","no","no","yes"
"4120","no","no","no","no","no","no","no","yes"
"4121","no","no","yes","no","yes","no","no","no"
"4122","no","no","yes","no","yes","no","no","no"
"4123","no","no","no","no","yes","no","no","yes"
"4124","no","no","yes","no","no","no","yes","no"
"4125","no","no","no","no","yes","no","no","yes"
"4126","no","no","yes","no","no","no","no","yes"
"4127","no","no","no","no","no","no","no","no"
"4128","no","no","yes","no","yes","no","no","yes"
"4129","no","no","yes","no","no","no","no","no"
"4130","no","no","no","no","no","no","no","no"
"4131","no","no","no","no","no","no","no","no"
"4132","no","no","yes","no","no","no","no","no"
"4133","no","no","yes","no","no","no","no","no"
"4134","no","no","yes","no","yes","no","no","yes"
"4135","no","no","yes","no","yes","no","yes","yes"
"4136","no","no","no","no","no","no","no","no"
"4137","no","no","no","no","no","no","no","no"
"4138","no","no","no","no","yes","no","no","no"
"4139","no","no","no","no","no","no","no","yes"
"4140","no","no","yes","no","no","no","no","no"
"4141","no","no","yes","no","no","no","no","no"
"4142","no","no","no","no","no","no","no","no"
"4143","no","no","no","no","no","no","no","no"
"4144","no","no","no","no","yes","no","no","no"
"4145","no","yes","no","no","no","yes","yes","yes"
"4146","no","no","no","no","no","no","no","no"
"4147","no","no","no","no","yes","no","no","yes"
"4148","no","no","yes","no","yes","no","no","yes"
"4149","no","no","yes","no","yes","no","no","yes"
"4150","no","no","yes","yes","no","yes","yes","yes"
"4151","no","no","yes","no","no","no","no","no"
"4152","no","no","no","no","yes","no","no","yes"
"4153","no","no","no","no","no","no","no","yes"
"4154","no","no","yes","yes","yes","yes","yes","no"
"4155","no","no","yes","no","no","no","no","no"
"4156","no","no","no","no","no","no","no","yes"
"4157","no","no","yes","yes","no","yes","yes","yes"
"4158","no","no","no","no","no","no","no","no"
"4159","no","yes","yes","no","yes","yes","yes","yes"
"4160","no","no","yes","no","no","no","no","no"
"4161","no","no","yes","no","yes","no","no","no"
"4162","no","no","no","no","yes","no","no","yes"
"4163","no","no","yes","no","yes","no","no","yes"
"4164","no","no","yes","no","no","no","no","no"
"4165","no","no","yes","no","no","no","yes","no"
"4166","no","no","yes","no","yes","no","no","yes"
"4167","no","no","yes","no","no","no","no","no"
"4168","no","no","no","no","yes","no","no","no"
"4169","no","no","yes","no","yes","no","no","yes"
"4170","no","no","yes","no","yes","no","no","yes"
"4171","no","no","no","no","no","no","no","no"
"4172","no","no","no","no","no","no","no","no"
"4173","no","no","yes","yes","no","yes","yes","yes"
"4174","no","no","yes","no","yes","no","no","yes"
"4175","yes","no","no","no","yes","no","yes","yes"
"4176","no","no","yes","no","yes","no","no","yes"
"4177","no","no","yes","no","no","no","no","yes"
"4178","no","no","yes","no","no","no","no","no"
"4179","no","no","yes","no","yes","no","no","no"
"4180","no","no","yes","no","yes","no","no","no"
"4181","no","no","no","no","no","no","no","no"
"4182","no","no","no","no","no","no","no","no"
"4183","no","no","yes","no","yes","no","no","no"
"4184","no","no","no","no","no","no","no","no"
"4185","no","no","no","no","yes","no","no","yes"
"4186","no","no","yes","no","no","no","no","no"
"4187","no","no","yes","no","no","no","no","no"
"4188","no","no","no","no","no","no","no","no"
"4189","no","no","yes","no","no","no","no","no"
"4190","no","no","yes","no","yes","no","no","yes"
"4191","no","no","no","yes","no","yes","yes","no"
"4192","no","no","yes","no","no","no","yes","no"
"4193","no","no","no","no","no","no","no","yes"
"4194","no","no","no","no","no","no","no","no"
"4195","no","no","no","no","yes","no","no","yes"
"4196","no","no","yes","no","yes","no","no","no"
"4197","no","no","yes","no","no","no","no","no"
"4198","no","no","yes","no","no","no","no","yes"
"4199","no","no","yes","no","yes","no","no","yes"
"4200","no","no","yes","no","yes","no","no","no"
"4201","no","no","no","no","no","no","no","no"
"4202","no","no","yes","no","no","no","no","no"
"4203","no","no","yes","no","yes","no","no","no"
"4204","no","no","yes","yes","yes","yes","yes","yes"
"4205","no","no","no","no","no","no","no","no"
"4206","no","no","no","no","no","no","no","yes"
"4207","no","no","yes","no","yes","no","no","yes"
"4208","no","no","no","no","no","no","no","no"
"4209","no","no","no","no","no","no","no","no"
"4210","no","no","yes","no","yes","no","no","yes"
"4211","no","no","yes","yes","yes","yes","yes","yes"
"4212","no","no","yes","no","yes","no","no","yes"
"4213","no","no","yes","no","yes","no","no","yes"
"4214","no","no","no","no","yes","no","no","yes"
"4215","no","no","no","no","no","no","no","no"
"4216","no","no","no","no","no","no","no","no"
"4217","no","no","yes","no","no","no","yes","no"
"4218","no","no","yes","no","no","no","no","no"
"4219","no","no","yes","no","no","no","no","no"
"4220","no","no","yes","no","no","no","no","no"
"4221","no","no","yes","no","yes","no","no","yes"
"4222","no","no","yes","no","yes","no","no","yes"
"4223","no","no","no","no","yes","no","no","no"
"4224","no","no","yes","no","yes","no","no","yes"
"4225","no","no","yes","no","no","no","no","no"
"4226","no","no","yes","no","yes","no","no","yes"
"4227","no","no","no","no","no","no","no","no"
"4228","no","no","no","no","no","no","no","no"
"4229","no","no","yes","no","no","no","no","no"
"4230","no","no","no","no","yes","no","no","yes"
"4231","no","no","yes","no","yes","no","no","yes"
"4232","no","no","no","no","yes","no","no","yes"
"4233","no","no","no","no","no","no","no","no"
"4234","no","no","no","no","yes","no","no","yes"
"4235","no","no","no","no","no","no","no","no"
"4236","no","no","no","no","yes","no","no","yes"
"4237","no","no","no","no","yes","no","no","yes"
"4238","no","no","yes","no","no","no","no","no"
"4239","no","no","yes","no","yes","no","no","yes"
"4240","no","no","no","no","no","no","no","no"
"4241","no","no","yes","no","yes","no","no","no"
"4242","no","no","yes","yes","yes","yes","yes","yes"
"4243","no","no","no","no","yes","no","no","yes"
"4244","no","no","no","no","no","no","no","no"
"4245","no","no","no","no","yes","no","no","yes"
"4246","no","no","no","no","yes","no","no","yes"
"4247","no","no","no","no","no","no","no","no"
"4248","no","no","no","no","no","no","no","no"
"4249","no","no","yes","no","no","no","no","no"
"4250","no","no","yes","no","no","no","no","no"
"4251","no","no","no","no","no","no","no","no"
"4252","no","no","yes","no","yes","no","no","yes"
"4253","no","no","yes","yes","no","yes","yes","yes"
"4254","no","no","no","no","yes","no","no","yes"
"4255","no","no","yes","no","no","no","no","no"
"4256","no","no","yes","no","yes","no","no","yes"
"4257","no","no","no","no","no","no","no","no"
"4258","no","no","yes","no","no","no","no","no"
"4259","no","no","no","no","no","no","no","yes"
"4260","no","no","yes","no","no","no","no","no"
"4261","no","no","no","no","no","no","no","no"
"4262","no","no","no","no","no","no","no","no"
"4263","no","no","yes","no","yes","no","no","yes"
"4264","no","no","no","no","no","no","no","no"
"4265","no","no","no","no","no","no","no","no"
"4266","no","no","no","no","yes","no","no","no"
"4267","no","no","yes","no","yes","no","no","no"
"4268","no","no","no","no","no","no","no","no"
"4269","no","no","no","no","no","no","no","no"
"4270","no","no","yes","no","no","no","no","no"
"4271","no","no","yes","no","yes","no","yes","no"
"4272","no","no","yes","no","yes","no","no","yes"
"4273","no","no","no","yes","no","yes","yes","yes"
"4274","no","yes","no","no","no","yes","yes","no"
"4275","no","no","yes","no","no","no","no","no"
"4276","no","no","no","no","no","no","no","no"
"4277","no","no","no","no","no","no","no","no"
"4278","no","no","no","no","no","no","no","no"
"4279","no","no","no","no","no","no","no","no"
"4280","no","no","no","no","yes","no","no","yes"
"4281","no","no","yes","no","yes","no","no","yes"
"4282","no","no","yes","no","no","no","no","no"
"4283","no","no","yes","no","yes","no","yes","yes"
"4284","no","no","no","no","no","no","yes","no"
"4285","no","no","yes","no","no","no","no","no"
"4286","no","no","yes","no","yes","no","no","no"
"4287","no","no","no","no","no","no","no","no"
"4288","no","no","no","no","no","no","no","no"
"4289","no","no","no","no","no","no","no","yes"
"4290","no","no","yes","no","yes","no","yes","no"
"4291","no","no","yes","yes","yes","yes","yes","yes"
"4292","no","no","no","no","yes","no","no","yes"
"4293","no","no","no","no","no","no","no","no"
"4294","no","no","no","no","no","no","no","no"
"4295","no","no","yes","no","no","no","no","no"
"4296","no","no","yes","no","no","no","no","no"
"4297","no","no","no","no","yes","no","no","no"
"4298","no","no","no","no","no","no","no","no"
"4299","no","no","no","no","no","no","yes","no"
"4300","no","no","no","no","no","no","no","no"
"4301","no","no","no","no","no","no","no","no"
"4302","no","no","no","no","yes","no","no","yes"
"4303","no","no","yes","yes","yes","yes","yes","yes"
"4304","no","no","yes","yes","yes","yes","yes","no"
"4305","no","no","no","no","no","no","no","no"
"4306","no","no","yes","no","yes","no","no","yes"
"4307","no","no","no","no","yes","no","no","yes"
"4308","no","no","no","no","yes","no","no","yes"
"4309","no","no","yes","no","yes","no","no","no"
"4310","no","no","yes","no","yes","no","no","yes"
"4311","no","no","no","no","yes","no","no","yes"
"4312","no","no","yes","no","no","no","no","no"
"4313","no","no","no","no","no","no","no","no"
"4314","no","no","yes","yes","yes","yes","yes","yes"
"4315","no","no","no","no","no","no","no","no"
"4316","no","no","no","no","yes","no","no","yes"
"4317","no","no","no","no","no","no","no","no"
"4318","yes","yes","yes","no","no","yes","yes","yes"
"4319","no","yes","no","no","no","yes","yes","no"
"4320","no","no","no","no","yes","no","no","no"
"4321","no","no","yes","no","yes","no","yes","yes"
"4322","no","no","yes","no","yes","no","no","no"
"4323","no","no","yes","no","yes","no","no","yes"
"4324","no","no","no","no","no","no","no","no"
"4325","no","no","yes","no","no","no","no","no"
"4326","no","no","no","no","no","no","no","no"
"4327","no","no","yes","no","yes","no","no","yes"
"4328","no","no","yes","no","yes","no","no","yes"
"4329","no","no","yes","no","yes","no","no","yes"
"4330","no","no","yes","no","yes","no","no","yes"
"4331","no","no","no","no","no","no","no","no"
"4332","no","no","no","no","no","no","no","no"
"4333","no","no","no","no","no","no","no","no"
"4334","no","no","no","no","no","no","no","no"
"4335","no","no","yes","no","yes","no","no","yes"
"4336","no","no","no","no","no","no","no","no"
"4337","no","no","no","no","no","no","no","no"
"4338","no","no","no","no","yes","no","no","yes"
"4339","no","no","no","no","no","no","no","no"
"4340","no","no","yes","no","yes","no","no","no"
"4341","no","no","no","no","no","no","no","no"
"4342","no","no","yes","no","yes","no","no","yes"
"4343","no","no","no","no","no","no","no","no"
"4344","no","no","no","no","no","no","no","no"
"4345","no","no","no","no","no","no","no","no"
"4346","no","no","no","no","no","no","no","no"
"4347","no","no","no","no","yes","no","no","yes"
"4348","no","no","yes","no","no","no","no","no"
"4349","no","no","no","no","no","no","no","no"
"4350","no","no","yes","no","yes","no","no","yes"
"4351","no","no","no","no","yes","no","no","yes"
"4352","no","no","no","no","no","no","no","no"
"4353","no","no","yes","no","no","no","no","no"
"4354","no","no","yes","no","yes","no","no","no"
"4355","no","no","no","no","no","no","no","no"
"4356","no","no","yes","no","yes","no","no","no"
"4357","no","no","no","no","no","no","no","no"
"4358","no","no","no","no","no","no","no","no"
"4359","no","no","no","no","yes","no","no","yes"
"4360","no","no","no","no","no","no","no","no"
"4361","no","no","yes","no","no","no","no","no"
"4362","no","no","yes","no","yes","no","no","no"
"4363","no","no","no","no","no","no","no","no"
"4364","no","no","yes","no","no","no","no","no"
"4365","no","no","no","no","no","no","no","no"
"4366","no","no","yes","no","yes","no","no","yes"
"4367","no","no","no","no","yes","no","no","yes"
"4368","no","no","no","no","no","no","no","no"
"4369","no","no","no","no","yes","no","no","yes"
"4370","no","no","no","no","no","no","no","no"
"4371","no","no","yes","no","yes","no","no","yes"
"4372","no","no","yes","no","no","no","yes","no"
"4373","no","no","yes","no","no","no","no","no"
"4374","no","no","no","no","no","no","no","no"
"4375","no","no","no","no","no","no","no","no"
"4376","no","no","yes","yes","no","yes","yes","no"
"4377","no","no","no","no","no","no","no","no"
"4378","no","no","no","no","no","no","no","no"
"4379","no","no","yes","no","yes","no","no","yes"
"4380","no","no","no","no","yes","no","no","yes"
"4381","yes","no","yes","no","yes","no","no","yes"
"4382","no","no","yes","no","yes","no","no","no"
"4383","no","no","yes","no","yes","no","yes","yes"
"4384","no","no","no","no","no","no","no","no"
"4385","no","no","yes","no","no","no","no","yes"
"4386","no","no","yes","no","no","no","no","no"
"4387","no","no","yes","no","no","no","no","no"
"4388","no","no","yes","no","yes","no","no","no"
"4389","no","no","no","no","no","no","no","no"
"4390","no","no","no","no","no","no","no","no"
"4391","no","no","yes","no","yes","no","no","yes"
"4392","no","no","no","no","no","no","no","no"
"4393","no","no","no","no","no","no","no","no"
"4394","no","no","no","no","no","no","no","yes"
"4395","no","no","yes","no","no","no","no","no"
"4396","no","no","yes","no","yes","no","no","yes"
"4397","no","no","yes","no","yes","no","no","yes"
"4398","no","no","yes","no","yes","no","no","yes"
"4399","no","no","yes","no","yes","no","no","yes"
"4400","no","no","no","no","no","no","no","no"
"4401","no","no","yes","yes","yes","yes","yes","yes"
"4402","no","no","yes","no","no","no","yes","yes"
"4403","no","no","yes","no","yes","no","no","yes"
"4404","no","no","no","no","no","no","no","no"
"4405","no","no","no","no","no","no","no","no"
"4406","no","no","yes","no","no","no","no","no"
"4407","no","no","no","no","no","no","yes","no"
"4408","no","no","no","no","no","no","no","yes"
"4409","no","no","yes","no","no","no","no","no"
"4410","no","no","yes","no","yes","no","no","yes"
"4411","no","no","no","no","yes","no","no","yes"
"4412","no","no","no","no","no","no","no","no"
"4413","no","no","no","no","no","no","no","no"
"4414","no","no","yes","no","no","no","no","no"
"4415","no","no","yes","no","no","no","no","no"
"4416","no","no","no","no","no","no","no","yes"
"4417","no","no","yes","yes","yes","yes","yes","yes"
"4418","no","no","yes","no","no","no","no","no"
"4419","no","no","yes","no","yes","no","yes","yes"
"4420","no","no","no","no","no","no","yes","no"
"4421","no","no","no","no","no","no","no","no"
"4422","no","no","yes","no","yes","no","no","yes"
"4423","no","no","yes","no","yes","no","no","yes"
"4424","no","no","yes","no","yes","no","no","yes"
"4425","no","no","no","no","no","no","no","no"
"4426","no","no","no","no","no","no","no","no"
"4427","no","no","no","no","no","no","no","no"
"4428","no","no","no","no","yes","no","no","yes"
"4429","no","no","no","no","no","no","no","no"
"4430","no","no","yes","yes","no","yes","yes","yes"
"4431","no","no","no","no","yes","no","no","yes"
"4432","no","no","no","no","no","no","no","no"
"4433","no","no","no","no","yes","no","no","yes"
"4434","no","yes","yes","no","yes","yes","yes","yes"
"4435","no","no","yes","no","no","no","no","no"
"4436","no","no","no","no","yes","no","no","yes"
"4437","no","no","yes","no","yes","no","no","yes"
"4438","no","no","yes","no","yes","no","no","no"
"4439","no","no","no","no","yes","no","yes","yes"
"4440","no","no","yes","no","yes","no","no","yes"
"4441","no","no","no","no","no","no","no","no"
"4442","no","no","yes","no","no","no","no","no"
"4443","no","no","yes","yes","yes","yes","yes","yes"
"4444","no","no","no","no","no","no","no","yes"
"4445","no","no","no","no","no","no","no","no"
