"","N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"3653","WeakUp","Neutral","WeakUp","WeakUp","WeakUp","Wet","Dry","Dry","Neutral","Cloudy","Clear","PC","PC","Strong","Strong","Westerly","Strong","Weak","Strong","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug20_Sep15","D","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N1GtLIGt_4","Instability","Average","Average","D","None","Moderate","Slight","D","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Dry","Steep","OtherRapid","DryMMoistL","DryLine","SigPositive","Other","NWQuad","LVorOther","WidespdDnsl"
"3654","Neutral","WeakUp","WeakUp","Neutral","Neutral","Dry","Wet","VeryWet","VeryWet","PC","PC","PC","PC","Weak","Weak","Westerly","Weak","None","None","Some","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","Aug20_Sep15","K","CThruK","None","Average","LessThanAve","K","N1GtLIGt_4","Stability","LessUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","None","K","XNIL","XNIL","XNIL","LowNHighS","Stable","Average","Steep","MarkedUpper","Other","MovingFtorOt","SigNegative","Moving","AllElse","Westerly","LongAnticyc"
"3655","WeakUp","Down","Neutral","Down","Down","Neutral","Wet","Neutral","Dry","Clear","Clear","Clear","Clear","Weak","Strong","Other","None","None","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jul2_Jul15","E","CThruK","PartInhibit","LessThanAve","Average","CDEJ","LILt_8","Instability","Average","MoreUnstable","ACEFK","Stifling","Weak","None","E","SVR","SVR","SVR","LowEvrywhere","Steep","Average","ModerateOrLe","NoMajor","Other","None","LittleChange","None","AllElse","Westerly","LongAnticyc"
"3656","Neutral","WeakUp","Neutral","Neutral","Neutral","Wet","Dry","Neutral","Wet","Clear","PC","PC","PC","Weak","Strong","Westerly","Strong","None","Weak","Some","IncCapDecIns","Increasing","Neutral","LittleChange","SVR","May15_Jun14","G","CThruK","PartInhibit","Average","MoreThanAve","G","N5GtLIGt_8","Stability","Average","Average","GJ","None","Moderate","Moderate","G","XNIL","XNIL","SVR","LowEvrywhere","ModerateOrLe","Dry","CloseToDryAd","OtherRapid","Other","None","LittleChange","None","NWQuad","LVorOther","WidespdDnsl"
"3657","Down","Neutral","StrongUp","Neutral","Neutral","Dry","Dry","Neutral","Neutral","PC","PC","PC","PC","Weak","Weak","Westerly","None","None","None","None","IncCapDecIns","Increasing","Neutral","Decreasing","SIG","Jun15_Jul1","G","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","G","N1GtLIGt_4","Stability","Average","LessUnstable","GJ","PartInhibit","Strong","Strong","G","SVR","SVR","SVR","LowEvrywhere","Steep","Dry","CloseToDryAd","OtherRapid","Other","Other","LittleChange","None","SWQuad","Westerly","SEQuad"
"3658","Down","Neutral","WeakUp","WeakUp","WeakUp","Dry","VeryWet","Neutral","Neutral","PC","Clear","Clear","Clear","Strong","Strong","Other","None","Strong","Weak","Some","LittleChange","LittleChange","Negative","Increasing","SVR","Aug20_Sep15","K","CThruK","PartInhibit","LessThanAve","LessThanAve","K","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Strong","Strong","K","SIG","XNIL","SVR","HighEvrywher","ModerateOrLe","Dry","ModerateOrLe","MarkedUpper","Other","E_W_N","SigNegative","Other","NWQuad","LVorOther","WidespdDnsl"
"3659","WeakUp","Down","StrongUp","Neutral","Neutral","Dry","Wet","Wet","Wet","PC","PC","PC","PC","Weak","Strong","Other","None","None","None","None","LittleChange","LittleChange","StrongPos","Increasing","XNIL","May15_Jun14","E","CThruK","None","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Strong","E","SIG","SIG","SIG","LowMtsHighPl","CloseToDryAd","Dry","ModerateOrLe","OtherRapid","MoistMDryL","None","PosToNeg","None","SWQuad","LVorOther","LV"
"3660","WeakUp","Down","Down","Down","Down","VeryWet","VeryWet","VeryWet","Wet","Clear","PC","Clear","Clear","Weak","Strong","Other","Weak","Weak","Weak","Some","LittleChange","LittleChange","Negative","Decreasing","XNIL","Aug20_Sep15","B","AB","None","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","B","PartInhibit","Weak","None","B","SIG","SIG","SIG","LowMtsHighPl","Steep","Average","Steep","OtherRapid","DryMMoistL","E_W_N","LittleChange","Moving","SWQuad","LVorOther","DenvCyclone"
"3661","Neutral","Down","Neutral","Down","Down","Wet","Neutral","Neutral","Neutral","Clear","PC","PC","PC","Strong","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SIG","Jul16_Aug10","A","AB","PartInhibit","LessThanAve","Average","ABI","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Moderate","A","XNIL","XNIL","SIG","LowAtStation","ModerateOrLe","Average","Steep","MarkedUpper","DryMMoistL","DenvCyclone","PosToNeg","QStationary","SWQuad","Westerly","SEQuad"
"3662","StrongUp","Neutral","Down","WeakUp","WeakUp","Dry","Neutral","Wet","VeryWet","PC","PC","PC","Cloudy","Weak","Strong","Westerly","None","Weak","Weak","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SVR","Jul16_Aug10","C","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N5GtLIGt_8","Neutral","LessUnstable","LessUnstable","ACEFK","TotalInhibit","Moderate","None","C","XNIL","XNIL","SVR","LowAtStation","Steep","Dry","CloseToDryAd","NoMajor","Other","MovingFtorOt","PosToNeg","None","AllElse","Westerly","LV"
"3663","Neutral","Neutral","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","Clear","PC","PC","Clear","Weak","Strong","Westerly","Strong","Weak","Weak","Some","LittleChange","LittleChange","Negative","Decreasing","SVR","May15_Jun14","C","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Neutral","Average","Average","ACEFK","None","Moderate","Strong","C","SVR","SVR","SVR","LowAtStation","Steep","Average","Steep","OtherRapid","MoistMDryL","E_W_N","NegToPos","None","LV","Westerly","LongAnticyc"
"3664","Down","Neutral","StrongUp","Neutral","Neutral","Neutral","Wet","Wet","Wet","PC","Clear","PC","PC","None","None","Westerly","None","Strong","Strong","None","DecCapIncIns","Decreasing","WeakPos","Decreasing","XNIL","Aug20_Sep15","D","CThruK","PartInhibit","Average","Average","CDEJ","LILt_8","Neutral","MoreUnstable","LessUnstable","D","PartInhibit","Moderate","Slight","D","XNIL","XNIL","XNIL","LowEvrywhere","ModerateOrLe","Average","CloseToDryAd","StrongFront","MoistMDryL","DryLine","SigNegative","None","SWQuad","Westerly","SEQuad"
"3665","WeakUp","StronUp","Neutral","WeakUp","WeakUp","Wet","VeryWet","VeryWet","Wet","Clear","Clear","Clear","Clear","Strong","Strong","StrongWest","Weak","None","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","May15_Jun14","H","CThruK","PartInhibit","MoreThanAve","MoreThanAve","H","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","HI","PartInhibit","Weak","None","H","XNIL","XNIL","XNIL","HighEvrywher","Stable","VeryMoist","Steep","NoMajor","DryMMoistL","E_W_N","SigNegative","None","NWQuad","LVorOther","E_NE"
"3666","Neutral","Neutral","Down","Down","Down","Neutral","Dry","Neutral","Neutral","PC","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Strong","None","Strong","Some","LittleChange","LittleChange","WeakPos","LittleChange","SIG","Aug11_Aug20","B","AB","None","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Instability","Average","LessUnstable","B","TotalInhibit","Moderate","Slight","B","SVR","SVR","SVR","Other","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","DryLine","LittleChange","Moving","NWQuad","LVorOther","SEQuad"
"3667","WeakUp","WeakUp","WeakUp","WeakUp","WeakUp","Wet","Wet","Neutral","Wet","PC","PC","Clear","PC","None","None","StrongWest","None","None","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","May15_Jun14","E","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","ACEFK","Stifling","Moderate","Slight","E","XNIL","XNIL","XNIL","LowEvrywhere","CloseToDryAd","Average","ModerateOrLe","NoMajor","Other","DenvCyclone","SigNegative","None","AllElse","Westerly","LV"
"3668","Neutral","WeakUp","Down","Down","Down","Dry","Wet","Neutral","Neutral","PC","Clear","Clear","Clear","Weak","Strong","Other","None","Weak","Strong","None","DecCapIncIns","Decreasing","Neutral","LittleChange","SIG","Aug20_Sep15","B","AB","None","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Instability","LessUnstable","LessUnstable","B","TotalInhibit","Moderate","Slight","B","XNIL","XNIL","SIG","Other","Steep","Dry","ModerateOrLe","NoMajor","Other","MovingFtorOt","PosToNeg","QStationary","AllElse","Westerly","DenvCyclone"
"3669","Neutral","WeakUp","Neutral","WeakUp","WeakUp","Dry","Neutral","Neutral","Wet","PC","PC","PC","PC","None","None","StrongWest","None","None","Weak","None","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Aug20_Sep15","I","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","HI","None","Moderate","Strong","I","SVR","SVR","SVR","LowSHighN","Steep","Dry","CloseToDryAd","NoMajor","DryMMoistL","MovingFtorOt","SigNegative","QStationary","AllElse","LVorOther","DenvCyclone"
"3670","StrongUp","WeakUp","Neutral","WeakUp","WeakUp","Neutral","Dry","Neutral","Wet","PC","PC","Cloudy","Cloudy","Weak","Weak","Westerly","None","None","None","Some","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","Aug11_Aug20","J","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N5GtLIGt_8","Instability","Average","MoreUnstable","GJ","PartInhibit","Moderate","None","J","XNIL","XNIL","SIG","LowAtStation","ModerateOrLe","Average","ModerateOrLe","NoMajor","DryMMoistL","DenvCyclone","LittleChange","Other","LV","Westerly","SEQuad"
"3671","StrongUp","StronUp","StrongUp","StrongUp","StrongUp","Dry","Dry","Neutral","Wet","Clear","Cloudy","Clear","PC","Weak","Weak","DCVZFavor","Weak","Strong","Strong","Marked","DecCapIncIns","Decreasing","WeakPos","Decreasing","SIG","Aug11_Aug20","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","None","Unfavorable","None","E","XNIL","XNIL","SIG","LowAtStation","Steep","Dry","Steep","OtherRapid","MoistMDryL","None","LittleChange","None","SWQuad","Westerly","LV"
"3672","Neutral","Down","WeakUp","Down","Down","Neutral","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","Weak","Strong","StrongWest","Strong","None","Strong","Some","LittleChange","LittleChange","WeakPos","Increasing","SIG","Jul2_Jul15","K","CThruK","Stifling","MoreThanAve","MoreThanAve","K","N1GtLIGt_4","Stability","Average","Average","ACEFK","None","Strong","Moderate","K","XNIL","XNIL","SIG","Other","ModerateOrLe","VeryMoist","ModerateOrLe","StrongFront","Other","Other","LittleChange","Moving","NWQuad","Westerly","WidespdDnsl"
"3673","StrongUp","Neutral","Down","StrongUp","StrongUp","Wet","Wet","Wet","VeryWet","Clear","PC","PC","Cloudy","Strong","Strong","DCVZFavor","Weak","None","None","Marked","IncCapDecIns","Increasing","Neutral","Decreasing","SVR","Aug20_Sep15","D","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","D","None","Strong","Strong","D","XNIL","XNIL","SVR","LowMtsHighPl","Steep","Average","ModerateOrLe","MarkedUpper","Other","None","PosToNeg","Moving","NWQuad","Westerly","WidespdDnsl"
"3674","StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Dry","Dry","Neutral","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Strong","Weak","Strong","Some","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Jul2_Jul15","C","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Moderate","Strong","C","SVR","SVR","SVR","LowEvrywhere","Steep","Average","CloseToDryAd","NoMajor","MoistMDryL","E_W_S","SigPositive","Other","AllElse","Westerly","LongAnticyc"
"3675","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Clear","PC","Clear","Clear","Weak","Strong","DCVZFavor","Strong","Weak","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SVR","Aug20_Sep15","E","CThruK","None","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Unfavorable","Slight","E","XNIL","XNIL","SVR","Other","CloseToDryAd","Average","ModerateOrLe","NoMajor","MoistMDryL","None","PosToNeg","None","SWQuad","Westerly","DenvCyclone"
"3676","StrongUp","WeakUp","Neutral","WeakUp","WeakUp","VeryWet","Neutral","Wet","Wet","Clear","Clear","Clear","Clear","None","Weak","StrongWest","Strong","Weak","Strong","Some","DecCapIncIns","Decreasing","WeakPos","Increasing","XNIL","Jul2_Jul15","C","CThruK","None","Average","LessThanAve","CDEJ","LIGt0","Instability","LessUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Slight","C","XNIL","XNIL","XNIL","LowEvrywhere","Steep","Dry","CloseToDryAd","NoMajor","MoistMDryL","E_W_N","SigNegative","None","NWQuad","Westerly","LongAnticyc"
"3677","Down","WeakUp","Neutral","Neutral","Neutral","VeryWet","Wet","VeryWet","Wet","Clear","Clear","Clear","PC","None","None","DCVZFavor","None","Strong","Weak","None","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","May15_Jun14","K","CThruK","PartInhibit","Average","MoreThanAve","K","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","K","SIG","XNIL","XNIL","LowMtsHighPl","CloseToDryAd","Dry","Steep","OtherRapid","DryMMoistL","MovingFtorOt","LittleChange","Moving","NWQuad","LVorOther","E_NE"
"3678","Neutral","Neutral","WeakUp","Neutral","Neutral","Neutral","VeryWet","Neutral","Neutral","PC","Clear","Clear","Clear","Weak","Weak","DCVZFavor","None","None","None","None","LittleChange","LittleChange","WeakPos","Increasing","SIG","Aug20_Sep15","G","CThruK","PartInhibit","Average","Average","G","N5GtLIGt_8","Neutral","Average","MoreUnstable","GJ","PartInhibit","Moderate","None","G","SVR","SVR","SVR","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","MarkedUpper","MoistMDryL","DryLine","SigPositive","None","AllElse","LVorOther","LV"
"3679","Neutral","Down","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Cloudy","PC","Cloudy","Cloudy","Strong","Strong","Westerly","Strong","None","Weak","None","IncCapDecIns","Increasing","WeakPos","Decreasing","SVR","Aug11_Aug20","F","CThruK","PartInhibit","Average","MoreThanAve","F","LIGt0","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Weak","None","F","XNIL","XNIL","SVR","HighEvrywher","Stable","VeryMoist","ModerateOrLe","NoMajor","Other","None","PosToNeg","None","AllElse","LVorOther","LV"
"3680","StrongUp","Neutral","Neutral","StrongUp","StrongUp","Wet","Wet","Wet","VeryWet","Clear","Clear","Clear","Cloudy","Strong","Strong","StrongWest","Weak","None","Weak","Marked","IncCapDecIns","Increasing","Negative","Increasing","SIG","Aug20_Sep15","J","CThruK","PartInhibit","LessThanAve","Average","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","GJ","PartInhibit","Moderate","Moderate","J","SIG","SIG","SIG","LowAtStation","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","E_W_S","LittleChange","None","LV","LVorOther","LongAnticyc"
"3681","Down","Neutral","Down","Down","Down","Dry","Neutral","Neutral","Dry","PC","Clear","Clear","Clear","Weak","Strong","Westerly","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Aug11_Aug20","K","CThruK","PartInhibit","LessThanAve","LessThanAve","K","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","ACEFK","None","Strong","Strong","K","XNIL","XNIL","SIG","Other","Steep","Average","ModerateOrLe","MarkedUpper","MoistMDryL","None","LittleChange","Other","AllElse","Westerly","SEQuad"
"3682","StrongUp","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Wet","Wet","PC","Clear","PC","PC","Weak","Strong","Other","None","Weak","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","May15_Jun14","D","CThruK","None","Average","MoreThanAve","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","D","PartInhibit","Moderate","Slight","D","SIG","SVR","SVR","LowSHighN","CloseToDryAd","Dry","CloseToDryAd","NoMajor","DryMMoistL","DryLine","SigNegative","Other","AllElse","Westerly","LV"
"3683","WeakUp","Neutral","StrongUp","WeakUp","WeakUp","VeryWet","Wet","VeryWet","VeryWet","Clear","Clear","Clear","PC","Weak","Strong","Westerly","None","None","None","Some","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul2_Jul15","G","CThruK","PartInhibit","Average","MoreThanAve","G","N5GtLIGt_8","Stability","Average","MoreUnstable","GJ","None","Unfavorable","None","G","XNIL","XNIL","SIG","LowSHighN","CloseToDryAd","Dry","CloseToDryAd","NoMajor","Other","DryLine","SigPositive","None","NWQuad","Westerly","WidespdDnsl"
"3684","Down","Neutral","Down","Down","Down","VeryWet","Dry","Wet","Wet","Clear","PC","Clear","Clear","None","None","Other","None","Strong","Strong","None","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Jul2_Jul15","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","LIGt0","Stability","LessUnstable","LessUnstable","ACEFK","None","Moderate","Moderate","E","SIG","SIG","SIG","LowNHighS","Steep","Average","Steep","NoMajor","MoistMDryL","None","LittleChange","None","SWQuad","LVorOther","WidespdDnsl"
"3685","StrongUp","Neutral","StrongUp","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","Clear","Cloudy","Clear","Clear","Weak","Strong","StrongWest","Strong","None","Weak","Marked","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","Jul2_Jul15","A","AB","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Unfavorable","None","A","XNIL","XNIL","XNIL","Other","Stable","Average","ModerateOrLe","MarkedUpper","DryMMoistL","E_W_N","NegToPos","Other","SWQuad","LVorOther","E_NE"
"3686","WeakUp","Neutral","Neutral","WeakUp","WeakUp","VeryWet","Dry","VeryWet","Wet","Clear","Clear","Clear","Clear","None","Weak","StrongWest","Strong","None","Weak","Marked","LittleChange","LittleChange","Negative","Decreasing","SIG","Jun15_Jul1","D","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","LessUnstable","D","PartInhibit","Moderate","None","D","XNIL","XNIL","SIG","LowEvrywhere","ModerateOrLe","Dry","Steep","MarkedUpper","MoistMDryL","None","NegToPos","None","SWQuad","Westerly","DenvCyclone"
"3687","Neutral","Down","Neutral","Down","Down","Neutral","Dry","Dry","Dry","PC","PC","PC","PC","Strong","Strong","Westerly","Strong","None","Weak","Marked","LittleChange","LittleChange","WeakPos","Increasing","SIG","Aug20_Sep15","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","B","PartInhibit","Moderate","None","B","SVR","SVR","SVR","LowMtsHighPl","Stable","VeryMoist","Steep","NoMajor","DryMMoistL","MovingFtorOt","LittleChange","Other","NWQuad","LVorOther","DenvCyclone"
"3688","StrongUp","WeakUp","StrongUp","StrongUp","StrongUp","Neutral","Neutral","Neutral","Wet","Clear","Clear","Clear","PC","None","Weak","Other","None","None","None","Some","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Aug20_Sep15","H","CThruK","PartInhibit","Average","LessThanAve","H","N5GtLIGt_8","Instability","MoreUnstable","Average","HI","PartInhibit","Strong","Strong","H","SIG","SIG","SIG","LowMtsHighPl","Stable","VeryMoist","ModerateOrLe","NoMajor","DryMMoistL","Other","SigPositive","Moving","LV","Westerly","E_NE"
"3689","StrongUp","StronUp","StrongUp","StrongUp","StrongUp","Dry","Wet","Neutral","Wet","Cloudy","PC","Cloudy","Cloudy","None","None","Westerly","None","Weak","Weak","None","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Aug20_Sep15","D","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","LIGt0","Stability","LessUnstable","LessUnstable","D","None","Weak","Slight","D","SIG","SIG","SIG","LowSHighN","CloseToDryAd","Average","Steep","OtherRapid","DryMMoistL","Other","SigNegative","None","AllElse","LVorOther","SEQuad"
"3690","StrongUp","Down","WeakUp","WeakUp","WeakUp","Dry","Dry","VeryWet","Wet","Clear","Clear","Clear","Clear","Weak","Strong","Other","None","Strong","Strong","None","DecCapIncIns","Decreasing","WeakPos","Increasing","XNIL","Jul16_Aug10","B","AB","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","Average","B","None","Moderate","Strong","B","SIG","SIG","SIG","LowMtsHighPl","Steep","VeryMoist","Steep","NoMajor","Other","DenvCyclone","PosToNeg","Other","SWQuad","LVorOther","DenvCyclone"
"3691","Neutral","Neutral","StrongUp","WeakUp","WeakUp","Dry","VeryWet","Wet","Wet","Clear","PC","Clear","Clear","Strong","Strong","DCVZFavor","Strong","Weak","Strong","Marked","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Jun15_Jul1","H","CThruK","PartInhibit","Average","MoreThanAve","H","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","HI","PartInhibit","Weak","Slight","H","XNIL","XNIL","SIG","HighEvrywher","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","None","SigNegative","None","AllElse","LVorOther","E_NE"
"3692","Neutral","StronUp","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","Clear","Cloudy","PC","PC","None","Weak","DCVZFavor","None","None","Weak","None","DecCapIncIns","Decreasing","Neutral","LittleChange","XNIL","Aug11_Aug20","K","CThruK","PartInhibit","Average","LessThanAve","K","N1GtLIGt_4","Neutral","Average","Average","ACEFK","None","Strong","Strong","K","XNIL","XNIL","XNIL","Other","Steep","Dry","ModerateOrLe","MarkedUpper","MoistMDryL","MovingFtorOt","SigPositive","Other","AllElse","Westerly","WidespdDnsl"
"3693","StrongUp","StronUp","StrongUp","StrongUp","StrongUp","VeryWet","Wet","VeryWet","VeryWet","Clear","PC","Clear","Clear","Weak","Strong","Westerly","Weak","Weak","Strong","Some","LittleChange","LittleChange","WeakPos","LittleChange","SIG","Aug20_Sep15","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Stability","LessUnstable","Average","B","None","Moderate","Moderate","B","XNIL","XNIL","SIG","HighEvrywher","ModerateOrLe","VeryMoist","Steep","NoMajor","DryMMoistL","Other","PosToNeg","QStationary","AllElse","Westerly","DenvCyclone"
"3694","Down","WeakUp","Down","Down","Down","VeryWet","Dry","Neutral","Dry","Clear","Cloudy","Clear","Clear","Strong","Strong","DCVZFavor","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul16_Aug10","K","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","K","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Strong","Strong","K","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Average","CloseToDryAd","StrongFront","MoistMDryL","MovingFtorOt","SigNegative","QStationary","AllElse","LVorOther","LongAnticyc"
"3695","StrongUp","WeakUp","StrongUp","StrongUp","StrongUp","Neutral","VeryWet","Wet","VeryWet","PC","Clear","Clear","PC","None","Weak","DCVZFavor","Weak","Weak","Weak","None","DecCapIncIns","Decreasing","WeakPos","Increasing","XNIL","Jun15_Jul1","E","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Moderate","None","E","SVR","SVR","SVR","LowSHighN","Steep","VeryMoist","ModerateOrLe","OtherRapid","MoistMDryL","None","SigPositive","None","AllElse","LVorOther","LV"
"3696","WeakUp","WeakUp","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Clear","Cloudy","PC","Cloudy","Weak","Strong","Other","None","Strong","Strong","Marked","DecCapIncIns","Decreasing","WeakPos","LittleChange","SIG","Aug11_Aug20","J","CThruK","TotalInhibit","MoreThanAve","Average","CDEJ","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","GJ","None","Weak","Slight","J","XNIL","SIG","SIG","LowMtsHighPl","Steep","Dry","Steep","OtherRapid","DryMMoistL","DryLine","LittleChange","QStationary","LV","LVorOther","DenvCyclone"
"3697","Neutral","Neutral","StrongUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Cloudy","Clear","Cloudy","Cloudy","Weak","Strong","DCVZFavor","Strong","None","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","SIG","May15_Jun14","H","CThruK","None","Average","MoreThanAve","H","N1GtLIGt_4","Stability","Average","Average","HI","TotalInhibit","Weak","None","H","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Average","CloseToDryAd","NoMajor","Other","E_W_N","NegToPos","None","AllElse","LVorOther","E_NE"
"3698","WeakUp","Down","Down","Down","Down","VeryWet","Neutral","VeryWet","Wet","PC","PC","Clear","Clear","None","None","StrongWest","None","None","None","None","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","Aug20_Sep15","A","AB","Stifling","Average","MoreThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Weak","Slight","A","SIG","SIG","SIG","LowMtsHighPl","Stable","Average","ModerateOrLe","StrongFront","DryMMoistL","DenvCyclone","SigNegative","None","SWQuad","Westerly","DenvCyclone"
"3699","StrongUp","StronUp","StrongUp","StrongUp","StrongUp","Wet","Neutral","Wet","VeryWet","Clear","PC","Clear","PC","None","None","DCVZFavor","None","None","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jun15_Jul1","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","TotalInhibit","Strong","None","E","XNIL","XNIL","XNIL","LowSHighN","CloseToDryAd","Average","ModerateOrLe","NoMajor","MoistMDryL","None","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
