"","A","C","D","H","I","O","T"
"3986","young","none",0,"none",130.195914828603,58.8943144128857,327.77882748523
"3987","young","none",0,"none",102.806091618646,62.757204639612,287.502191770486
"3988","adult","mild",0,"none",111.069397882785,191.235454908396,448.113651032282
"3989","young","mild",0,"none",111.98591571665,34.6505754943989,284.096413015211
"3990","adult","none",0,"none",53.1068707279929,142.41864312792,345.304389934014
"3991","adult","none",0,"none",61.2875066248616,181.211107527102,384.483010390471
"3992","young","none",0,"none",87.3384974111362,67.7908424283797,293.638950874648
"3993","young","severe",0,"none",210.228409934715,69.612493076532,398.751502486618
"3994","adult","none",5.3354768425846,"any",1724.02506285608,195.304628856653,2094.11890858282
"3995","adult","none",0,"none",114.587783971888,231.130136015125,478.987469720193
"3996","young","severe",0,"none",-27.7986140569178,55.2971830017448,143.650248285543
"3997","adult","mild",0,"none",111.646954882344,177.309731355144,431.382202365215
"3998","adult","none",4.5147417580162,"any",1495.92246861419,181.092138787952,1822.40996630903
"3999","adult","none",0,"none",41.9804544888453,193.748181061732,373.166822831406
"4000","old","mild",0,"none",5.88164944598387,353.441391533787,491.569584800346
"4001","adult","none",0,"none",151.568503248908,175.787207425937,453.201011690811
"4002","old","mild",0,"none",39.6082058554701,389.805059620984,569.368001301342
"4003","old","none",0,"none",70.7398832300128,345.945200826449,558.349405076993
"4004","young","none",0,"none",80.9662755640774,67.3402095495627,274.310094998166
"4005","young","none",0,"none",70.3918445387291,64.9121862814975,249.250037872073
"4006","adult","mild",0,"none",145.160157511621,172.297893007286,450.065114797239
"4007","old","mild",6.905460422176,"any",3948.35899048079,422.314461244115,4591.29801894613
"4008","young","none",0,"none",162.142297549866,55.9686578097876,354.144373826122
"4009","old","mild",0,"none",203.59367767585,369.126992530286,692.294336745053
"4010","young","none",0,"none",92.3307720720081,48.1214819721933,258.991018106076
"4011","adult","mild",0,"none",101.032497300638,155.58309543823,406.505566114581
"4012","adult","none",0,"none",151.557511804421,148.072791699886,423.723491619501
"4013","young","none",0,"none",95.8426519257621,62.6885793562341,286.085017864625
"4014","young","none",0,"none",106.329491383343,42.0120560105541,271.631420123624
"4015","young","none",0,"none",84.5188871944275,43.0170524472293,277.093695023087
"4016","adult","none",3.6502466841882,"any",1182.0980471558,157.63889285737,1483.24855259565
"4017","young","none",0,"none",50.6567154712946,44.6047578513248,240.536651402685
"4018","old","mild",6.24165225313911,"any",3519.82994771727,363.7567970409,4085.43491657831
"4019","adult","none",0,"none",106.906288767258,149.726208996206,384.194694748004
"4020","adult","none",0,"none",94.5337363156566,162.150352109053,390.726742968039
"4021","adult","none",0,"none",137.231292215193,195.755748384645,456.246935927095
"4022","adult","mild",0,"none",39.4707622008331,182.289586202842,357.73343027624
"4023","adult","none",0,"none",97.3620897835895,190.206230267174,397.110505451191
"4024","adult","none",0,"none",98.9746868791496,190.783151664348,425.937741777199
"4025","young","none",0,"none",99.5374533603403,61.6428648071914,289.478976489662
"4026","adult","none",4.72660752766268,"any",1557.49793652429,173.236181807561,1892.55548649944
"4027","adult","none",0,"none",124.804012358932,131.283597986711,367.454857724059
"4028","young","none",0,"none",173.950539452305,57.6022807374118,337.122777086552
"4029","adult","none",0,"none",82.3353205656101,169.660031114273,381.008760777717
"4030","young","none",0,"none",70.2914850427223,64.7353710862296,261.580838051452
"4031","adult","none",6.1345317093218,"any",1911.50114843479,182.60953375807,2283.01508522376
"4032","young","mild",0,"none",163.902674529467,73.60933824592,375.7873599476
"4033","young","none",0,"none",105.049484453638,54.3077747854857,294.383452836707
"4034","adult","severe",0,"none",-142.274953047628,197.455210109003,160.963713611107
"4035","young","none",0,"none",92.8938005740682,38.1369422910492,243.365416552098
"4036","adult","none",0,"none",55.8257002176648,177.498172018998,376.17810934904
"4037","old","none",6.25926325761829,"any",2019.25309754032,333.618014212015,2512.09306918899
"4038","adult","none",4.96186600466565,"any",1573.88216351201,167.857882507502,1894.46705102034
"4039","young","none",0,"none",144.296564221138,45.5068275298157,312.57568717287
"4040","adult","none",3.16308676813397,"any",1069.98248088718,160.394108634166,1372.6446354914
"4041","adult","none",0,"none",65.0385292808331,158.143000667886,361.548019517378
"4042","young","none",0,"none",86.551615676234,39.3901596415918,258.758246610164
"4043","old","none",6.77267662924248,"any",2152.330125231,286.79837926575,2613.48300576058
"4044","young","none",0,"none",106.93482931676,59.6971531990956,291.196093986615
"4045","adult","none",0,"none",80.8207569344843,195.476997610946,404.790189912673
"4046","adult","mild",0,"none",96.6656265133138,193.633655224214,425.696287744457
"4047","adult","mild",0,"none",163.854593459299,160.757577190059,470.919216939436
"4048","adult","mild",0,"none",16.3608063981807,135.833812727939,274.705456179351
"4049","adult","none",0,"none",137.543757245144,210.880017505429,487.006809051137
"4050","adult","mild",4.02693132790527,"any",2250.18308190014,187.278982272342,2604.96245367891
"4051","young","mild",0,"none",99.8960751304058,60.1372397820343,285.107444714336
"4052","young","none",0,"none",77.703196942803,76.7024408591464,295.122959804548
"4053","young","none",0,"none",40.2695144597239,74.8746799502553,217.715546590098
"4054","old","severe",7.4742649333989,"any",6059.78065208621,435.813603171831,6740.66277688627
"4055","young","none",0,"none",97.7497453814138,68.2277771277222,301.853238330281
"4056","adult","none",4.75880320201251,"any",1536.55995571699,183.375810629499,1883.12761261366
"4057","adult","none",0,"none",106.62397217496,175.132659927064,428.358807664218
"4058","adult","none",0,"none",119.752868930825,178.533719111055,428.149314824744
"4059","adult","none",5.63969936583757,"any",1852.08904977321,165.306256278825,2194.42564359125
"4060","old","mild",0,"none",-70.9583184965021,362.287518390318,427.769556160544
"4061","adult","none",0,"none",118.919140672086,181.237550542164,430.390118241917
"4062","adult","mild",0,"none",27.634783679785,202.781290813782,339.138813188425
"4063","young","none",0,"none",97.4658198114955,73.2752634320582,305.261800988043
"4064","adult","none",0,"none",71.719191870833,174.455934939435,371.378624137891
"4065","old","mild",0,"none",226.394415045231,316.334792831472,696.305560095524
"4066","young","mild",0,"none",126.701850841355,86.0567016345363,326.579202099624
"4067","adult","none",0,"none",98.8853203757983,189.81246576438,417.790738918556
"4068","young","none",0.946741202891517,"any",393.067942750069,56.2027245990958,579.152720746522
"4069","old","mild",8.95310052070364,"any",5034.81614108926,395.523970341958,5673.9165572043
"4070","young","none",0,"none",141.021349228788,45.5085306601548,303.317174048966
"4071","young","none",0,"none",125.70227369598,62.5722264757785,329.70130110287
"4072","adult","none",0,"none",93.271164950031,202.572985787327,427.920129407661
"4073","adult","mild",5.00888393328849,"any",2881.53056565339,173.785563263434,3267.38078585442
"4074","young","none",0,"none",78.6023244383227,67.7099167404963,279.301598174514
"4075","young","none",0,"none",58.1015693507173,60.6253311014531,249.170659593727
"4076","adult","none",6.18666335752441,"any",1945.27665408935,216.98139228836,2341.09421668757
"4077","adult","none",0,"none",81.7230882024352,210.911008303529,411.131133592971
"4078","adult","none",4.54892341739675,"any",1448.12834614465,218.653797944204,1801.7647938297
"4079","adult","severe",2.72564414835512,"any",2148.60297518546,150.310798363838,2460.51356152791
"4080","adult","mild",3.9738810842052,"any",2243.12783874172,167.56347413124,2618.28913662931
"4081","young","none",0,"none",116.712347026248,68.966758572355,309.797551734903
"4082","adult","none",0,"none",82.7439689497804,159.908222992836,374.851798541711
"4083","adult","none",3.72004212784883,"any",1189.3218441868,203.519172457354,1541.72984760726
"4084","old","mild",0,"none",154.129630281643,275.453713620542,575.68999321642
"4085","young","severe",0,"none",266.010612664672,60.0843981734934,465.553107418851
"4086","adult","none",0,"none",106.302073258705,209.405611129358,445.719518864987
"4087","old","mild",0,"none",103.549510637918,366.118292491275,611.365275467961
"4088","adult","none",0,"none",72.3965903435486,164.500877159092,374.839735061301
"4089","old","mild",6.40877643780729,"any",3573.17824457486,322.767128861776,4102.56036812516
"4090","adult","none",0,"none",62.1147272234233,151.653857189908,346.431466026333
"4091","old","none",5.21867339906748,"any",1689.2399570645,406.888803833982,2263.65737306795
"4092","adult","none",0,"none",85.5067684123872,132.149333214453,339.484788872848
"4093","adult","none",0,"none",162.108040048576,206.885470517371,486.26544925907
"4094","young","none",0,"none",81.6404720773758,62.9289926798743,279.586548208421
"4095","young","none",0,"none",121.624083099355,57.3752523909156,320.453926263594
"4096","old","none",0,"none",82.3360727647023,403.600981536794,632.178219986142
"4097","young","none",0,"none",98.8492901240958,64.4050151329406,303.907632505389
"4098","old","mild",0,"none",97.7013463276953,353.087829614497,588.994462274564
"4099","young","mild",0,"none",73.5583115891212,58.8019041187476,251.644724249671
"4100","adult","none",0,"none",110.875259191955,184.226815755263,438.165539812012
"4101","young","none",0,"none",82.1331410322362,41.4047919821679,230.257930867025
"4102","young","none",0,"none",69.8110772144186,61.7993584753764,245.4666230716
"4103","old","mild",0,"none",3.16592310889932,379.566974706346,534.602480917353
"4104","adult","none",3.85653582730397,"any",1239.62459678351,209.472568816313,1594.96153099201
"4105","old","none",0,"none",147.240015770673,382.314182326182,678.329402403788
"4106","old","mild",8.30850019960752,"any",4686.50215533077,437.070076089238,5357.16468661426
"4107","old","mild",0,"none",121.77220443906,362.515453553485,623.139924551428
"4108","adult","mild",0,"none",177.287459534893,173.06289911237,479.986638512916
"4109","young","none",0,"none",59.4805814744274,43.6650901510835,228.563576476687
"4110","adult","mild",0,"none",143.678804821415,146.065363576881,419.889907670428
"4111","adult","mild",4.03020612846646,"any",2253.37870944485,183.144012420627,2613.44699361263
"4112","young","none",0,"none",92.199275480802,62.9286428250073,281.646604640321
"4113","adult","none",3.1919448110945,"any",1110.85722614569,200.338553963289,1470.30042919842
"4114","young","mild",1.096674466693,"any",663.587883888372,71.4858705361977,871.392307435914
"4115","adult","none",0,"none",99.8653820202746,194.538911776715,431.761590646077
"4116","adult","none",3.19011202652205,"any",1062.35251200428,170.936656441408,1396.05474512547
"4117","young","none",0,"none",79.5989506108369,47.1732014478824,240.967768324529
"4118","adult","none",0,"none",82.4835731379586,165.875795873836,368.155271643448
"4119","young","mild",0,"none",126.267570098729,53.8097265382102,304.321545353266
"4120","young","mild",0,"none",95.4609986690883,77.1518790710462,310.932573375886
"4121","adult","none",0,"none",95.5159339386394,234.562548715805,453.798142513097
"4122","old","mild",8.16963519872116,"any",4597.8429016781,385.630971101072,5233.70777298493
"4123","adult","none",3.2933462108858,"any",1107.95006743356,206.971763168373,1466.48382859393
"4124","young","none",0,"none",92.1472447234445,36.2672542069885,265.250154875564
"4125","young","none",0,"none",109.353447787754,69.4481317409942,300.558207805575
"4126","young","none",0,"none",93.5432241967564,63.0426762029362,276.982562178423
"4127","adult","none",0,"none",139.486263795384,188.441379079471,454.220373578434
"4128","young","none",1.69683613503279,"any",578.715755526223,49.4445257000328,762.560933862249
"4129","adult","none",0,"none",87.5098827837181,176.553212661815,383.971136225546
"4130","adult","none",0,"none",116.392598330191,179.007066189605,428.602068719785
"4131","young","none",0,"none",124.574408282156,58.8138303894095,297.883485559371
"4132","adult","none",0,"none",39.9295341759224,195.77061901299,350.298877433411
"4133","young","mild",0.279885366386282,"any",278.753817513582,63.4516291835234,475.000637350961
"4134","adult","none",0,"none",105.500091090245,194.503401801554,421.603720037249
"4135","young","none",0,"none",54.6227856991481,69.1461862955445,246.413862602977
"4136","adult","none",0,"none",94.7283277406577,211.406964991227,424.633582615621
"4137","adult","none",3.39144676287958,"any",1097.63490361707,205.453310244254,1478.64929817655
"4138","adult","none",0,"none",110.39517013903,172.000242025159,421.717861829136
"4139","young","severe",0,"none",192.698645136957,63.1684293690726,381.750121217089
"4140","young","none",0,"none",84.5269978675964,57.6737375133173,289.821550005532
"4141","adult","mild",0,"none",93.279608634324,165.050508779381,372.472707650803
"4142","adult","none",0,"none",95.025763631802,160.663414437083,379.725215726449
"4143","adult","none",0,"none",85.5450542869203,174.215310578205,396.97240287786
"4144","old","none",0,"none",73.1832085082526,381.497551286302,598.373931162135
"4145","adult","none",0,"none",103.521839581026,165.864208156632,400.319748971287
"4146","adult","mild",0,"none",119.303247306615,198.751456228277,454.446999802074
"4147","young","none",0,"none",121.834322227598,61.3920670776233,333.002974775626
"4148","adult","none",0,"none",98.4487116939586,190.2204937809,402.888820439036
"4149","old","none",0,"none",68.2580216439317,349.187609413764,574.287137321038
"4150","adult","none",0,"none",74.8676676286085,171.488151097182,389.091391662787
"4151","adult","none",0,"none",118.234697867158,174.038564804918,418.369723820634
"4152","old","mild",0,"none",15.782062584844,370.702995823162,515.045304733443
"4153","old","severe",0,"none",-12.235496776938,334.047128731145,456.452192723978
"4154","adult","none",0,"none",114.128498685892,176.119898800604,427.535445238674
"4155","adult","none",0,"none",127.770254257446,184.931904320728,429.083308224217
"4156","old","none",5.95542528340315,"any",1890.41447219697,391.08856313293,2447.95940935862
"4157","adult","none",0,"none",124.812446200871,169.309710373138,421.378782837996
"4158","young","mild",0,"none",139.668625863052,56.142807913696,317.645312890317
"4159","adult","none",0,"none",115.248226129281,179.856552999038,433.873475305271
"4160","young","none",0.982297336076366,"any",395.654939528202,40.1811163795205,563.592073010944
"4161","young","mild",0,"none",83.4711751325943,75.5192844145229,279.985144916479
"4162","adult","none",0,"none",115.471595164537,161.836053923507,382.334636375359
"4163","old","mild",0,"none",65.52507493133,336.354356733307,545.01015458342
"4164","adult","none",0,"none",95.2677996196264,167.285664272463,383.360483110495
"4165","old","mild",0,"none",90.1751256896303,336.141025905209,544.933943422382
"4166","young","none",0,"none",84.1858936487646,56.9721916293658,243.810151443576
"4167","old","mild",0,"none",123.131670814416,423.357150459051,689.54117818185
"4168","adult","none",0,"none",124.749345776975,167.921307579774,435.060472383097
"4169","adult","none",0,"none",127.041323094122,190.79256948382,446.431077442994
"4170","adult","none",0,"none",91.199867633158,171.250995632216,377.078699450099
"4171","young","none",0,"none",87.7162611442669,79.1584591512102,283.306913266072
"4172","young","none",0,"none",92.8095414804752,60.6588821782785,273.370382758686
"4173","old","mild",8.54070116839274,"any",4756.99727201558,379.93633987374,5374.33821241123
"4174","young","none",0,"none",86.0531824273104,47.6707693983788,255.448961012464
"4175","old","mild",0,"none",97.6233023055811,346.023456053943,583.820726010074
"4176","old","severe",8.79540856576647,"any",7092.0417657523,385.921843798593,7738.49495668655
"4177","adult","none",3.87414543874754,"any",1233.04275325122,210.741137026446,1599.98058074779
"4178","young","none",0,"none",118.128849773512,60.9248597424643,292.754913046894
"4179","adult","none",0,"none",177.299335696827,176.460656122092,505.564070935424
"4180","young","none",0,"none",127.8570629484,81.8563077868225,326.824848704754
"4181","young","none",0,"none",100.047164347391,62.1376165760628,282.774113849207
"4182","young","none",0,"none",108.184598938239,56.4168900715115,291.104014210981
"4183","adult","none",0,"none",97.3801332465446,187.854992706469,411.016583382294
"4184","adult","none",0,"none",73.3268287450027,216.806716024888,422.6687314464
"4185","adult","none",0,"none",136.05218189191,183.724000658351,447.655418573535
"4186","adult","severe",3.9401012851313,"any",3149.87163942559,142.265780292036,3486.79345600911
"4187","old","none",0,"none",62.8565060083622,333.448945433848,551.575111154742
"4188","old","mild",0,"none",62.5907145091953,369.248766709182,555.548991214005
"4189","adult","none",0,"none",109.223373412212,187.702011988248,430.30276643994
"4190","young","none",0,"none",135.475711756905,47.4822218867908,310.275500426259
"4191","adult","none",5.92786920290188,"any",1923.61332348576,175.147244062243,2264.54241501898
"4192","adult","none",0,"none",103.340573038795,184.342421840902,416.551040357259
"4193","young","none",0,"none",103.78360942984,73.6094094216801,291.791348828184
"4194","young","none",0,"none",56.3554022928205,58.8234175310709,239.903448154013
"4195","adult","mild",0,"none",120.716481456679,180.94218397881,439.900911855923
"4196","young","none",0,"none",100.513134209568,75.5800741304922,304.121574373447
"4197","adult","none",0,"none",85.1430310455773,171.545047114046,384.996118384073
"4198","young","none",0,"none",156.595108740773,81.7970175593767,369.049379952697
"4199","young","none",0,"none",143.872287199376,72.7437476218314,336.43102714085
"4200","old","mild",5.95988729119913,"any",3326.7228882449,358.939452761622,3891.66498212104
"4201","adult","none",0,"none",109.981323594716,153.773212004601,395.262029755092
"4202","old","mild",0,"none",114.444018045388,364.821300995117,636.020246282378
"4203","adult","none",2.9787085911267,"any",1002.64964876498,168.340730033931,1327.5149131881
"4204","old","none",0,"none",97.2326855020729,343.92981569928,585.747961471896
"4205","adult","none",3.0496912729255,"any",993.645033957922,194.577544341996,1331.78511206683
"4206","young","none",0,"none",141.572315594112,60.0620224262062,337.867879545057
"4207","adult","none",0,"none",120.663988473919,156.009007427734,398.508622399774
"4208","young","none",0,"none",119.88277163255,57.9557514630786,295.023289246645
"4209","adult","none",3.31180768373441,"any",1104.39692326939,184.234071681668,1448.15272678991
"4210","old","mild",8.73303133632121,"any",4916.99910125171,364.945543936655,5514.09942760475
"4211","adult","none",2.48913296017822,"any",826.55470581369,193.935747180454,1165.51852313851
"4212","old","mild",0,"none",88.6191455859037,288.103673378884,506.015366885879
"4213","adult","none",0,"none",124.949783193731,146.187322027895,402.473360458332
"4214","adult","none",0,"none",65.0335306239403,203.055068526915,396.759606715751
"4215","adult","none",0,"none",120.877348940605,162.649436195922,413.896689914146
"4216","adult","none",0,"none",82.17020527921,169.397325791063,383.99553333273
"4217","young","mild",0,"none",151.009994511782,59.5606759581165,338.712471763034
"4218","adult","none",0,"none",106.004610097397,167.541100889393,405.38289736085
"4219","young","none",1.15242625427621,"any",420.879227186131,61.1422448937413,617.303003063931
"4220","adult","none",2.35793467266839,"any",803.070998857626,182.248199384364,1116.34725022613
"4221","old","none",7.69144296098697,"any",2416.69527005154,333.537234633358,2950.05184836494
"4222","old","mild",0,"none",151.19268358228,286.686168077626,584.420914999976
"4223","young","none",0,"none",111.373580464071,50.7679936330352,289.653990420996
"4224","adult","mild",4.11575724695052,"any",2321.10492412389,197.647654284051,2683.32168475142
"4225","old","mild",5.3444435526008,"any",3126.01981963793,282.037016307057,3597.68964900377
"4226","adult","none",0,"none",158.934912769653,204.79125266511,515.400180766034
"4227","young","none",0,"none",57.4270639218063,79.9518964159269,271.34969366495
"4228","adult","none",0,"none",118.252439614709,137.743854672368,381.390182064331
"4229","old","mild",0,"none",106.838468571133,302.392908733371,553.771839857203
"4230","adult","none",0,"none",25.5030389986737,184.486862278472,350.182092463466
"4231","young","none",0,"none",116.029168468761,74.9008196521936,317.739798722709
"4232","young","none",0,"none",152.502561003624,41.6522357180976,334.199600804352
"4233","adult","none",0,"none",99.3459417627502,189.908695771826,426.58921587792
"4234","young","none",0,"none",77.3392783507123,57.0987478019032,243.759885204532
"4235","old","mild",0,"none",92.9266185942777,355.922264832142,573.920510798985
"4236","adult","none",0,"none",79.0602381009496,158.91773240365,375.129140089779
"4237","young","none",0,"none",40.8919511646689,66.9489131092917,217.064531245379
"4238","young","none",0,"none",86.7348145185241,48.4725735933324,247.133731739884
"4239","young","none",0,"none",111.538978793283,66.6685810153753,297.7311401279
"4240","old","none",0,"none",113.812491272163,334.066354656083,604.981465702568
"4241","adult","mild",0,"none",142.483516922302,191.206205936734,460.057340721415
"4242","young","none",0,"none",74.3427913874372,59.0436058568196,262.545806735429
"4243","adult","none",0,"none",149.984962110593,149.375219239949,437.826955450496
"4244","old","severe",4.00183413634885,"any",3375.81483302726,375.090401806612,3965.42469753339
"4245","young","none",0,"none",134.596468695136,45.6753203908056,317.741319780731
"4246","young","none",0,"none",151.951293742365,49.7800698700038,328.080787837892
"4247","adult","none",0,"none",61.0086637236612,174.140981754617,373.638628707629
"4248","adult","none",0,"none",55.6194223068424,187.915881308463,383.185905769889
"4249","adult","none",0,"none",86.7999303484231,215.021799361409,440.072862125199
"4250","young","none",0,"none",113.875511411888,76.6223476874807,333.352307318594
"4251","adult","none",0,"none",140.972421982673,187.593671960099,457.88754149913
"4252","adult","none",0,"none",44.2654810005614,171.18282231925,331.988015004659
"4253","young","none",0,"none",124.960782789314,57.0769306742908,287.680113979601
"4254","adult","none",0,"none",50.3778551370738,196.702945769889,385.615344618577
"4255","adult","none",0,"none",111.786633056014,179.627191141931,423.017655321268
"4256","adult","none",0,"none",121.83686316629,189.544909933922,441.383139968023
"4257","old","none",0,"none",155.227045815685,324.493719775409,619.784430903448
"4258","old","none",6.76634066193283,"any",2116.44425207794,418.456135597943,2713.21706363772
"4259","young","none",1.12021165056151,"any",417.478761599964,78.3726622049561,633.846335240678
"4260","adult","none",0,"none",102.815809878292,198.256611994551,426.081850098435
"4261","old","none",0,"none",79.6778298789149,360.990214207098,577.006583287174
"4262","adult","none",0,"none",133.703994407517,192.932758968985,444.902487068351
"4263","adult","none",4.31768866399998,"any",1417.81269784009,150.342863284815,1702.73965353623
"4264","young","none",1.36511808747386,"any",519.966879823344,60.675032246663,718.656971564476
"4265","adult","none",0,"none",97.1141451327813,205.650113210806,416.057843797169
"4266","adult","mild",0,"none",51.0552229244056,203.878016066432,384.235587419827
"4267","young","none",0,"none",110.044422478977,62.8818842968036,299.175230682681
"4268","adult","none",0,"none",108.196234003181,181.051847812676,432.490641234095
"4269","young","mild",0,"none",-20.9306570007326,73.1096187172218,176.90310387879
"4270","young","none",0,"none",65.8478198216357,57.9216260781622,237.479044797161
"4271","young","none",1.28408170813992,"any",501.904705768301,52.2339153943906,682.544878181649
"4272","old","none",0,"none",68.02248526323,357.817946455813,555.47050559275
"4273","adult","mild",4.37363488151855,"any",2485.49449824706,197.171405481693,2872.10921214517
"4274","young","mild",0.967523897295985,"any",544.829999871678,68.2925264544687,737.767847263936
"4275","old","mild",7.63620033549419,"any",4325.22866989147,448.109383162552,4985.08629537847
"4276","young","none",0,"none",124.924261859407,46.2664644181616,287.857604103482
"4277","adult","none",4.89857828867803,"any",1569.83165326049,176.172365738346,1912.86641483721
"4278","adult","none",0,"none",143.56039631202,165.95636241051,451.87476657331
"4279","old","mild",0,"none",143.790437855699,426.928382871177,723.833774657399
"4280","young","none",0,"none",89.8101409331189,59.2245804503485,273.997065880565
"4281","adult","none",0,"none",141.335049398514,189.517527182533,455.426973481926
"4282","adult","none",0,"none",92.9958752249244,160.422744675055,379.056252945977
"4283","adult","none",0,"none",162.580058516539,158.31713351596,442.282861859879
"4284","adult","none",0,"none",134.826283054057,174.802573378494,447.748764217775
"4285","old","none",0,"none",67.9790284293858,343.733957348355,537.806944557072
"4286","old","mild",8.38291123807922,"any",4607.50978843305,297.147132043407,5120.30356256147
"4287","young","none",0,"none",113.419970191742,42.6162006375349,267.869900447936
"4288","adult","none",0,"none",114.337419081673,167.369374015462,443.394003460294
"4289","adult","none",0,"none",111.57576717049,160.774801073601,392.863232095645
"4290","adult","none",4.90216896396492,"any",1523.57260014159,177.16281733904,1866.11046795373
"4291","young","none",0,"none",130.263154987016,77.858351835325,332.688157176643
"4292","young","none",0,"none",63.8415659878743,55.5504773343356,230.571891485668
"4293","adult","mild",4.37906920472089,"any",2528.17805702377,195.93219309374,2911.87317609517
"4294","young","none",0,"none",84.2688325645673,49.6681232929982,262.964452878906
"4295","adult","none",4.79546553811302,"any",1553.0648050819,167.904525144698,1873.30868413059
"4296","adult","mild",4.30941024110214,"any",2448.86466409679,196.711519422493,2830.15798572019
"4297","adult","none",0,"none",104.890799833056,177.821788593949,419.748196590515
"4298","young","none",0,"none",124.896443454526,72.5487104234243,320.295693572747
"4299","young","none",0,"none",110.950527192909,50.6765724657192,280.275879526173
"4300","young","none",0,"none",97.7728702256015,58.5916794950777,297.670631221369
"4301","old","mild",0,"none",119.4951831298,317.260028624403,597.047355835645
"4302","old","mild",8.23138876875815,"any",4621.15615901997,333.436205190531,5190.83689984761
"4303","young","mild",0,"none",-14.2400113240706,52.9549374830188,173.578131616134
"4304","adult","none",0,"none",118.86490405537,178.52909045515,431.859479729718
"4305","adult","none",5.0736564311828,"any",1641.0832643219,157.189893228149,1962.83437531662
"4306","old","none",4.27818816876256,"any",1391.48900341681,273.963955247363,1842.16488652165
"4307","adult","severe",4.69517881473753,"any",3847.04596384296,220.28613955386,4276.76253227532
"4308","young","none",0,"none",86.3030936932767,44.2050624033456,260.569023554573
"4309","young","none",1.08435218555175,"any",462.731960521274,44.1689668802308,659.135333710935
"4310","young","none",0,"none",95.2948376051889,62.2617573342299,269.619411849072
"4311","adult","none",4.47291532290157,"any",1452.36883446034,202.96592904492,1797.60822027081
"4312","old","mild",0,"none",63.6172218265678,304.006116456687,509.542800590042
"4313","adult","none",0,"none",107.792384864174,180.733204293714,421.000108413065
"4314","old","mild",0,"none",133.853413318971,380.927984264802,651.272370162251
"4315","old","none",0,"none",65.8671249651054,377.978891958221,571.008769671381
"4316","young","none",0,"none",43.820010241101,62.9514362968455,253.036714801424
"4317","adult","none",0,"none",78.6731336374714,149.893612700497,373.443769888246
"4318","young","none",0,"none",153.652565962206,83.2070582350694,364.202798379815
"4319","adult","none",0,"none",112.424897584425,162.067102559377,398.901547407649
"4320","young","none",0,"none",129.055103204162,78.0300072779163,338.093960240343
"4321","old","mild",0,"none",44.0772534859166,277.198464489883,447.116104935964
"4322","old","none",0,"none",144.175348919353,306.042347403034,577.809694422637
"4323","old","mild",6.94105129613321,"any",3979.39757178155,389.113670918702,4588.95140757375
"4324","adult","none",0,"none",91.2677129829542,200.149670891131,416.385827705627
"4325","adult","none",0,"none",36.5648589010177,166.422660491212,332.366963440539
"4326","young","none",0,"none",142.176506374546,54.0398626165653,322.430060353813
"4327","adult","none",0,"none",90.2746290893436,186.960542458398,410.429492627195
"4328","young","none",0.642465499970761,"any",343.608540256399,71.1194153236065,561.554895912039
"4329","adult","mild",1.8738482625118,"any",1131.19342742638,161.176048766756,1455.84383603233
"4330","young","none",0,"none",88.1710744979062,55.9622451600004,258.984913068815
"4331","adult","mild",0,"none",17.0701645053749,161.891225870034,305.927193363754
"4332","adult","none",0,"none",63.0900782792169,181.09754289081,370.69459172108
"4333","young","none",0,"none",130.612485996066,73.2861798158567,349.861968274308
"4334","old","mild",6.71670578289853,"any",3809.07587366959,404.905853895225,4430.15696741683
"4335","young","none",0,"none",90.2170553751389,78.711606854485,299.62190763202
"4336","young","mild",0,"none",148.775552428866,67.960157987777,335.54344425289
"4337","old","none",8.38276897417512,"any",2601.12680737166,397.915500391818,3213.95638049319
"4338","young","mild",0,"none",16.9710312780824,56.7666827427835,203.326262313701
"4339","young","none",0.758349512053103,"any",321.966493971051,52.9137431259509,514.11473611676
"4340","old","none",9.02427012489593,"any",2795.25457033569,348.300952333727,3340.72273518272
"4341","young","none",0,"none",86.9583157245503,73.0557158199765,277.727688090564
"4342","old","none",7.60008948567627,"any",2318.34972908991,381.006100574908,2882.80702895684
"4343","young","none",1.08480711881387,"any",425.566665416818,67.5585107778307,629.996138696001
"4344","old","mild",0,"none",118.458013223616,409.344731264423,690.388573262652
"4345","adult","none",2.98885639249075,"any",1007.88298614087,162.202477386005,1315.63212348751
"4346","adult","none",0,"none",87.3004014393927,148.826173382767,351.980972716315
"4347","young","none",0,"none",124.5660515519,64.5798095852174,301.942940909896
"4348","old","mild",0,"none",45.2383009889878,433.127550836839,618.608834351768
"4349","adult","none",0,"none",56.4069763286115,193.613292734719,380.638508516719
"4350","young","mild",1.64214164845537,"any",1094.55776921575,73.1468249254211,1323.8896071719
"4351","young","none",0,"none",134.964853999186,58.5852336769739,332.636792339637
"4352","old","none",0,"none",49.8710298730218,337.875191214625,528.72382086104
"4353","young","none",0,"none",102.793707650125,34.9350398553706,267.420766873718
"4354","adult","none",0,"none",40.5593482974821,186.132927957614,350.772970433945
"4355","young","none",0,"none",105.712624889235,66.6870801620007,311.564641080769
"4356","young","none",0,"none",150.617695656918,51.2805614722325,328.25814836439
"4357","adult","none",0,"none",59.3404333939531,193.987977851867,383.114070475312
"4358","adult","none",3.99392765217404,"any",1324.6832818504,181.865231226854,1668.670441754
"4359","young","none",0,"none",50.359119537953,73.0342222574123,261.351006030745
"4360","old","none",0,"none",95.8580547088686,320.790734198267,545.890259504958
"4361","adult","mild",0,"none",93.5656904170851,174.086799900814,395.50297523866
